SOURCE_VALUE,SOURCE_CONCEPT_ID,MAPPED_STANDARD_CONCEPT_ID,MAPPED_STANDARD_CONCEPT_NAME,MAPPED_STANDARD_VOCABULARY_ID,MAPPED_STANDARD_CONCEPT_CODE,MAPPED_STANDARD_CONCEPT_FLAG,TOTAL_ROWS
34572-8,3044947,3044947,aPTT.lupus sensitive in Control Platelet poor plasma by Coagulation assay,LOINC,34572-8,S,2562
53570-8,3038606,3038606,aPTT.lupus insensitive in Platelet poor plasma by Coagulation assay,LOINC,53570-8,S,2562
50210-4,3029859,3029859,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Cystatin C-based formula",LOINC,50210-4,S,2516
99677-7,1989128,1989128,Pacemaker Atrial sensitivity setting,LOINC,99677-7,S,2447
53221-8,3039363,3039363,dRVVT in Control Platelet poor plasma by Coagulation assay,LOINC,53221-8,S,2433
59789-8,40762850,46235126,dRVVT with 1:1 PNP (LA mix),LOINC,75513-2,S,2433
35559-4,3035797,3035797,Protein.monoclonal band 2 [Mass/volume] in Serum or Plasma by Electrophoresis,LOINC,35559-4,S,2374
48795-9,3048264,3048264,Fibrosis score,LOINC,48795-9,S,2371
48794-2,3048563,3048563,Fibrosis stage,LOINC,48794-2,S,2368
34720-3,3030558,3030558,Cytomegalovirus DNA [Units/volume] (viral load) in Specimen by NAA with probe detection,LOINC,34720-3,S,2332
3086-6,3033526,3033526,Urate [Mass/volume] in Urine,LOINC,3086-6,S,2305
3187-2,3006109,3006109,Coagulation factor IX activity actual/normal in Platelet poor plasma by Coagulation assay,LOINC,3187-2,S,2204
89269-5,36304231,36304231,Body height Measured --at birth,LOINC,89269-5,S,2177
9802-0,3014188,3014188,Size [Entitic volume] of Stone,LOINC,9802-0,S,2174
14638-1,3011692,3011692,Calculus analysis [Interpretation] in Stone,LOINC,14638-1,S,2166
9800-4,3018031,3018031,Number of Stones,LOINC,9800-4,S,2161
43638-6,3046426,3046426,Aquaporin 4 water channel IgG Ab [Presence] in Serum or Plasma,LOINC,43638-6,S,2145
33548-9,3045399,3045399,Abnormal lymphocytes/100 leukocytes in Body fluid by Manual count,LOINC,33548-9,S,2132
2333-3,3009927,3009927,Gastrin [Mass/volume] in Serum or Plasma,LOINC,2333-3,S,2120
85368-9,36203199,36203199,HIV 1+2 RNA [Presence] in Serum or Plasma by NAA with probe detection,LOINC,85368-9,S,2120
69353-1,40771874,40771874,HIV 2 RNA [Presence] in Serum or Plasma by NAA with probe detection,LOINC,69353-1,S,2114
3204-5,3024942,3024942,Coagulation factor VIII inhibitor [Units/volume] in Platelet poor plasma by Coagulation assay,LOINC,3204-5,S,2090
33393-0,3029741,3029741,Coarse Granular Casts [#/area] in Urine sediment by Microscopy low power field,LOINC,33393-0,S,2059
8339-4,3011043,3011043,Birth weight Measured,LOINC,8339-4,S,2057
94309-2,706170,706170,SARS-CoV-2 (COVID-19) RNA [Presence] in Specimen by NAA with probe detection,LOINC,94309-2,S,2048
3319-1,3008977,3008977,Amikacin [Mass/volume] in Serum or Plasma --peak,LOINC,3319-1,S,2043
69048-7,40771569,40771569,Immunologist review of results,LOINC,69048-7,S,2012
19415-9,3000201,3000201,Tetrahydrocannabinol [Presence] in Urine by Screen method,LOINC,19415-9,S,1992
25835-0,3000685,3000685,HIV 1 RNA [Presence] in Serum or Plasma by NAA with probe detection,LOINC,25835-0,S,1990
30568-0,3006487,3006487,Toxoplasma gondii IgG Ab [Presence] in Cerebral spinal fluid by Immunoassay,LOINC,30568-0,S,1985
3321-7,3037123,3037123,Amikacin [Mass/volume] in Serum or Plasma --trough,LOINC,3321-7,S,1929
5809-9,3020029,3020029,Reducing substances [Presence] in Urine,LOINC,5809-9,S,1923
54363-7,40757494,40757494,Bilirubin.total [Moles/volume] in Blood,LOINC,54363-7,S,1823
5820-6,3002052,3002052,WBC casts [#/area] in Urine sediment by Microscopy low power field,LOINC,5820-6,S,1775
33930-9,3030675,3030675,aPTT W excess hexagonal phospholipid (StaClot LA confirm),LOINC,33930-9,S,1767
35669-1,3036152,3036152,Amikacin [Mass/volume] in Serum or Plasma,LOINC,35669-1,S,1753
8251-1,3004691,3004691,Service comment,LOINC,8251-1,S,1752
19597-4,3015454,3015454,Morphine [Presence] in Urine by Screen method,LOINC,19597-4,S,1741
19568-5,3002148,3002148,Methylenedioxymethamphetamine [Presence] in Urine by Screen method,LOINC,19568-5,S,1741
32850-0,3047188,36204285,Streptococcus pneumoniae Danish serotype 5 IgG Ab [Mass/volume] in Serum by Immunoassay,LOINC,86129-4,S,1683
40908-6,3038665,36204188,Streptococcus pneumoniae Danish serotype 4 IgG Ab [Mass/volume] in Serum by Immunoassay,LOINC,86108-8,S,1683
27092-6,3004708,36203821,Streptococcus pneumoniae Danish serotype 1 IgG Ab [Mass/volume] in Serum,LOINC,85954-6,S,1683
30561-5,3012245,36204294,Streptococcus pneumoniae Danish serotype 6A IgG Ab [Mass/volume] in Serum by Immunoassay,LOINC,86138-5,S,1683
27229-4,3017571,36203923,Streptococcus pneumoniae Danish serotype 14 IgG Ab [Mass/volume] in Serum by Immunoassay,LOINC,85992-6,S,1683
27228-6,3017335,36204111,Streptococcus pneumoniae Danish serotype 3 IgG Ab [Mass/volume] in Serum by Immunoassay,LOINC,86081-7,S,1683
27230-2,3012992,36204002,Streptococcus pneumoniae Danish serotype 19F IgG Ab [Mass/volume] in Serum by Immunoassay,LOINC,86021-3,S,1683
40903-7,3044520,36203909,Streptococcus pneumoniae Danish serotype 12F IgG Ab [Mass/volume] in Serum by Immunoassay,LOINC,85974-4,S,1683
27113-0,3012917,36204351,Streptococcus pneumoniae Danish serotype 8 IgG Ab [Mass/volume] in Serum,LOINC,86147-6,S,1683
32849-2,3046566,36203998,Streptococcus pneumoniae Danish serotype 18F IgG Ab [Mass/volume] in Serum by Immunoassay,LOINC,86017-1,S,1683
27231-0,3011650,36204091,Streptococcus pneumoniae Danish serotype 23F IgG Ab [Mass/volume] in Serum by Immunoassay,LOINC,86061-9,S,1682
1974-5,3028193,3028193,Bilirubin.total [Mass/volume] in Body fluid,LOINC,1974-5,S,1655
1721-0,3035902,3035902,Adenosine triphosphate [Mass/volume] in Blood,LOINC,1721-0,S,1553
12262-2,3016719,3016719,Toxoplasma gondii IgM Ab [Titer] in Serum by Immunoassay,LOINC,12262-2,S,1548
5393-4,3004772,3004772,Treponema pallidum Ab [Presence] in Serum by Immunofluorescence,LOINC,5393-4,S,1536
15212-4,3026286,3026286,Lipase [Enzymatic activity/volume] in Body fluid,LOINC,15212-4,S,1512
40466-5,3041612,3041612,Herpes simplex virus 1 IgM Ab [Presence] in Serum by Immunofluorescence,LOINC,40466-5,S,1512
45210-2,3044473,3044473,Herpes simplex virus 2 IgM Ab [Presence] in Serum by Immunofluorescence,LOINC,45210-2,S,1510
2779-7,3012636,3012636,Phosphate [Mass/time] in 24 hour Urine,LOINC,2779-7,S,1488
1992-7,3010989,3010989,Calcitonin [Mass/volume] in Serum or Plasma,LOINC,1992-7,S,1472
52756-4,3039696,40760947,dRVVT W excess phospholipid (LA confirm),LOINC,57838-5,S,1397
38997-3,3040571,3040571,West Nile virus IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,38997-3,S,1380
38166-5,3035505,3035505,West Nile virus IgM Ab [Units/volume] in Serum by Immunoassay,LOINC,38166-5,S,1380
3193-0,3005757,3005757,Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay,LOINC,3193-0,S,1348
6476-6,3011781,3011781,Mumps virus IgG Ab [Presence] in Serum by Immunoassay,LOINC,6476-6,S,1346
5012-0,3015451,3015451,Hepatitis C virus RNA [Presence] in Specimen by NAA with probe detection,LOINC,5012-0,S,1341
5018-7,3027287,3027287,HIV 1 RNA [Presence] in Specimen by NAA with probe detection,LOINC,5018-7,S,1315
38370-3,3050218,3050218,Voriconazole [Mass/volume] in Serum or Plasma,LOINC,38370-3,S,1293
20439-6,3028247,3028247,Glucose [Mass/volume] in Serum or Plasma --30 minutes post dose glucose,LOINC,20439-6,S,1211
5009-6,3006559,3006559,Hepatitis B virus DNA [Presence] in Specimen by NAA with probe detection,LOINC,5009-6,S,1198
1836-6,3015330,3015330,Retinol binding protein [Mass/volume] in Serum or Plasma,LOINC,1836-6,S,1192
48792-6,3048578,3048578,Necroinflammatory activity score,LOINC,48792-6,S,1184
48793-4,3052980,3052980,Necroinflammatory activity grade,LOINC,48793-4,S,1184
731-0,3004327,3004327,Lymphocytes [#/volume] in Blood by Automated count,LOINC,731-0,S,1183
76651-9,46235190,46235190,Zinc transporter 8 Ab [Units/volume] in Serum or Plasma by Immunoassay,LOINC,76651-9,S,1181
39803-2,3042299,3042299,inFLIXimab [Mass/volume] in Serum or Plasma,LOINC,39803-2,S,1154
12782-9,3012901,3012901,Oligoclonal bands [Interpretation] in Cerebral spinal fluid by Electrophoresis,LOINC,12782-9,S,1136
12783-7,3018127,3018127,Oligoclonal bands [Interpretation] in Serum or Plasma,LOINC,12783-7,S,1135
3198-9,3011547,3011547,Coagulation factor VII activity actual/normal in Platelet poor plasma by Coagulation assay,LOINC,3198-9,S,1128
44828-2,3046168,3046168,Teriflunomide [Mass/volume] in Serum or Plasma,LOINC,44828-2,S,1106
49625-7,3029231,3029231,CD59 Granulocytes [Interpretation] in Blood Qualitative,LOINC,49625-7,S,1092
54447-8,40757578,40757578,FLT3 gene targeted mutation analysis in Bone marrow by Molecular genetics method,LOINC,54447-8,S,1084
5671-3,3020331,3020331,Lead [Mass/volume] in Blood,LOINC,5671-3,S,1084
35088-4,3032652,3032652,Glasgow coma scale,LOINC,35088-4,S,1084
33193-4,3045702,3045702,Viable cells/100 cells in Blood,LOINC,33193-4,S,1077
60554-3,40763608,40763608,CD59 deficient monocytes/100 cells in Blood,LOINC,60554-3,S,1076
53831-4,3038926,3038926,CD59 deficient Granulocytes/100 cells in Blood,LOINC,53831-4,S,1076
33662-8,3042846,3042846,Erythrocytes.CD59 deficient/100 erythrocytes in Blood,LOINC,33662-8,S,1076
19124-7,3019738,3019738,Magnesium [Mass/volume] in Urine,LOINC,19124-7,S,1073
2464-6,3007368,3007368,IgG [Mass/volume] in Cerebral spinal fluid,LOINC,2464-6,S,1073
47363-7,3052547,3052547,Cytomegalovirus Ab [Presence] in Serum from Donor by Hemagglutination,LOINC,47363-7,S,1058
14117-6,3020222,3020222,IgG clearance/Albumin clearance [Ratio] in Serum and CSF,LOINC,14117-6,S,1052
14116-8,3014078,3014078,IgG synthesis rate [Mass/time] in Serum and CSF by calculation,LOINC,14116-8,S,1052
47255-5,3049714,3049714,Procollagen type I.N-terminal propeptide [Mass/volume] in Serum,LOINC,47255-5,S,1039
4049-3,3016072,3016072,Theophylline [Mass/volume] in Serum or Plasma,LOINC,4049-3,S,1034
20433-9,3006361,3006361,Follitropin [Units/volume] in Serum or Plasma by 2nd IRP,LOINC,20433-9,S,1001
32999-5,3042809,3042809,Rickettsia spotted fever group IgG Ab [Presence] in Serum,LOINC,32999-5,S,988
33000-1,3028885,3028885,Rickettsia spotted fever group IgM Ab [Presence] in Serum,LOINC,33000-1,S,988
2079-2,3006567,3006567,Chloride [Moles/time] in 24 hour Urine,LOINC,2079-2,S,962
3487-6,3007218,3007218,cloBAZam [Mass/volume] in Serum or Plasma,LOINC,3487-6,S,957
35107-2,3032341,3032341,Norclobazam [Mass/volume] in Serum or Plasma,LOINC,35107-2,S,954
82180-1,21493346,21493346,Meningitis+Encephalitis pathogens panel - Cerebral spinal fluid by NAA with non-probe detection,LOINC,82180-1,S,939
72623-2,43055457,43055457,inFLIXimab Ab [Mass/volume] in Serum or Plasma,LOINC,72623-2,S,930
60024-7,40763084,40763084,Lactate dehydrogenase [Enzymatic activity/volume] in Cerebral spinal fluid by Lactate to pyruvate reaction,LOINC,60024-7,S,925
39572-3,3044525,3044525,West Nile virus IgG Ab [Units/volume] in Cerebral spinal fluid by Immunoassay,LOINC,39572-3,S,909
39573-1,3041307,3041307,West Nile virus IgM Ab [Units/volume] in Cerebral spinal fluid by Immunoassay,LOINC,39573-1,S,908
1832-5,3010296,3010296,Alpha-1-Fetoprotein [Mass/volume] in Amniotic fluid,LOINC,1832-5,S,893
30192-9,3014512,3014512,Acetylcholine receptor modulation Ab/Acetylcholine Ab.total in Serum,LOINC,30192-9,S,867
75666-8,46235448,46235448,"HIV 1+2 Ab and HIV1 p24 Ag [Identifier] in Serum, Plasma or Blood by Rapid immunoassay",LOINC,75666-8,S,827
4644-1,3036265,3036265,Hemosiderin [Presence] in Urine,LOINC,4644-1,S,819
73737-9,43533761,43533761,Phospholipase A2 receptor IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,73737-9,S,782
101981-9,3966222,3966222,Maximum amplitude kaolin induced [Length] in Blood by Resonance TEG,LOINC,101981-9,S,781
99761-9,1988714,1988714,Clot initiation.kaolin induced [Time] in Blood by Resonance TEG,LOINC,99761-9,S,781
97007-9,1616743,1616743,Clot initiation.kaolin induced [Time] in Blood by Resonance TEG --post heparin neutralization,LOINC,97007-9,S,781
30321-4,3038179,3038179,aPTT.factor substitution in Control Platelet poor plasma by Coagulation assay --1 hour post incubation,LOINC,30321-4,S,766
30323-0,3034113,3034113,aPTT.factor substitution in Platelet poor plasma by Coagulation assay --1H post incubation with normal plasma,LOINC,30323-0,S,766
30322-2,3033865,3033865,aPTT.factor substitution in Platelet poor plasma --1 hour post incubation,LOINC,30322-2,S,766
97099-6,36033643,36033643,Influenza virus A and B and SARS-CoV-2 (COVID-19) Ag panel - Upper respiratory specimen by Rapid immunoassay,LOINC,97099-6,S,764
10886-0,3005013,3005013,Prostate Specific Ag Free [Mass/volume] in Serum or Plasma,LOINC,10886-0,S,746
12841-3,3001784,3001784,Prostate Specific Ag Free/Prostate specific Ag.total in Serum or Plasma,LOINC,12841-3,S,744
95921-3,36031303,36031303,Hydroxychloroquine [Mass/volume] in Blood,LOINC,95921-3,S,736
2087-5,3026453,3026453,Cholesterol in IDL [Mass/volume] in Serum or Plasma,LOINC,2087-5,S,725
46986-6,3052261,3052261,Cholesterol in VLDL 3 [Mass/volume] in Serum or Plasma,LOINC,46986-6,S,725
35388-8,3035774,3035774,Cholesterol. in Lipoprotein (a) [Mass/volume] in Serum or Plasma,LOINC,35388-8,S,725
18262-6,3009966,3009966,Cholesterol in LDL [Mass/volume] in Serum or Plasma by Direct assay,LOINC,18262-6,S,725
9833-5,3023574,3023574,Cholesterol in HDL 3 [Mass/volume] in Serum or Plasma,LOINC,9833-5,S,725
43396-1,3044491,3044491,Cholesterol non HDL [Mass/volume] in Serum or Plasma,LOINC,43396-1,S,725
2091-7,3007352,3007352,Cholesterol in VLDL [Mass/volume] in Serum or Plasma,LOINC,2091-7,S,725
50194-0,3032800,3032800,Cholesterol in IDL+Cholesterol in VLDL 3 [Mass/volume] in Serum or Plasma,LOINC,50194-0,S,725
55440-2,40758569,40758569,Cholesterol.in LDL (real) [Mass/volume] in Serum or Plasma by VAP,LOINC,55440-2,S,725
9832-7,3009718,3009718,Cholesterol in HDL 2 [Mass/volume] in Serum or Plasma,LOINC,9832-7,S,724
82991-1,42528688,42528688,Phospholipase A2 receptor IgG Ab [Presence] in Serum or Plasma by Immunofluorescence,LOINC,82991-1,S,723
47213-4,3053190,3053190,Cholesterol in LDL real size pattern [Identifier] in Serum or Plasma,LOINC,47213-4,S,723
6479-0,3016120,3016120,Mumps virus IgM Ab [Titer] in Serum by Immunofluorescence,LOINC,6479-0,S,718
5370-2,3021236,3021236,Streptolysin O Ab [Units/volume] in Serum or Plasma,LOINC,5370-2,S,709
5156-5,3017612,3017612,Epstein Barr virus nuclear IgG Ab [Presence] in Serum by Immunoassay,LOINC,5156-5,S,704
41607-3,3031282,3031282,Methemoglobin/Hemoglobin.total in Mixed venous blood,LOINC,41607-3,S,701
5245-6,3022711,3022711,Measles virus IgM Ab [Titer] in Serum by Immunofluorescence,LOINC,5245-6,S,700
1871-3,3034387,3034387,Apolipoprotein B-100 [Mass/volume] in Serum or Plasma,LOINC,1871-3,S,700
82976-2,42529107,42529107,Dipeptidyl aminopeptidase-like protein 6 IgG Ab [Presence] in Serum or Plasma by Immunofluorescence,LOINC,82976-2,S,692
2200-4,3005151,3005151,Delta aminolevulinate [Mass/time] in 24 hour Urine,LOINC,2200-4,S,690
12515-3,3013735,3013735,Carcinoembryonic Ag [Mass/volume] in Body fluid,LOINC,12515-3,S,690
19258-3,3004529,3004529,Oxygen [Partial pressure] adjusted to patient's actual temperature in Venous blood,LOINC,19258-3,S,686
51731-8,3041253,3041253,Oxygen saturation Calculated from oxygen partial pressure in Venous blood,LOINC,51731-8,S,686
40396-4,3039542,3039542,Porphyrins [Moles/time] in 24 hour Urine,LOINC,40396-4,S,685
10885-2,3014521,3014521,Porphyrins [Mass/time] in 24 hour Urine,LOINC,10885-2,S,685
44871-2,3047064,3047064,HIV 1 proviral DNA [Presence] in Blood by NAA with probe detection,LOINC,44871-2,S,685
74715-4,44816613,44816613,Vendor serial number,LOINC,74715-4,S,680
29893-5,3017675,3017675,HIV 1 Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,29893-5,S,674
30361-0,3024449,3024449,HIV 2 Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,30361-0,S,674
51716-9,3041276,3041276,Muscle specific receptor tyrosine kinase Ab [Moles/volume] in Serum,LOINC,51716-9,S,669
25667-7,3022314,3022314,Glucose [Mass/volume] in Urine --2 hours post dose glucose,LOINC,25667-7,S,658
25428-4,3009261,3009261,Glucose [Presence] in Urine by Test strip,LOINC,25428-4,S,650
3218-5,3004409,3004409,Coagulation factor X activity actual/normal in Platelet poor plasma by Coagulation assay,LOINC,3218-5,S,650
54247-2,40757378,40757378,Drug screen comment [Interpretation] in Urine,LOINC,54247-2,S,648
25670-1,3011088,3011088,Glucose [Mass/volume] in Urine --30 minutes post dose glucose,LOINC,25670-1,S,642
25664-4,3010115,3010115,Glucose [Mass/volume] in Urine --1 hour post dose glucose,LOINC,25664-4,S,638
5232-4,3017177,3017177,Insulin Ab [Units/volume] in Serum by Radioimmunoassay (RIA),LOINC,5232-4,S,612
742-7,3033575,3033575,Monocytes [#/volume] in Blood by Automated count,LOINC,742-7,S,592
33884-8,3046564,3046564,Prothrombin time (PT) factor substitution in Control Platelet poor plasma by Coagulation assay --1H post incubation with normal plasma,LOINC,33884-8,S,578
33357-5,3046272,3046272,Prothrombin time (PT) factor substitution in Platelet poor plasma by Coagulation assay --1 hour post incubation,LOINC,33357-5,S,578
33356-7,3046608,3046608,Prothrombin time (PT) factor substitution in Platelet poor plasma by Coagulation assay --1H post incubation with normal plasma,LOINC,33356-7,S,578
57320-4,40760439,40760439,Trypanosoma cruzi Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,57320-4,S,575
3185-6,3004009,3004009,Coagulation factor IX inhibitor [Units/volume] in Platelet poor plasma by Coagulation assay,LOINC,3185-6,S,575
47958-4,3049135,3049135,FLT3 gene targeted mutation analysis in Blood or Tissue by Molecular genetics method,LOINC,47958-4,S,572
93339-0,1001604,1001604,THSD7A IgG Ab [Presence] in Serum or Plasma by Immunofluorescence,LOINC,93339-0,S,571
79420-6,21492784,21492784,Miscellaneous allergen IgE Ab [Units/volume] in Serum,LOINC,79420-6,S,568
6875-9,3006588,3006588,Cancer Ag 15-3 [Units/volume] in Serum or Plasma,LOINC,6875-9,S,562
2963-7,3023709,3023709,Somatotropin [Mass/volume] in Serum or Plasma,LOINC,2963-7,S,560
44448-9,3044355,3044355,Beta 2 glycoprotein 1 IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,LOINC,44448-9,S,559
44449-7,3046171,3046171,Beta 2 glycoprotein 1 IgM Ab [Units/volume] in Serum or Plasma by Immunoassay,LOINC,44449-7,S,555
30541-7,3002299,3002299,Octenoylcarnitine (C8:1) [Moles/volume] in Serum or Plasma,LOINC,30541-7,S,538
43243-5,3044072,3044072,Isobutyrylcarnitine (C4) [Moles/volume] in Serum or Plasma,LOINC,43243-5,S,538
30566-4,3005018,3005018,Tetradecenoylcarnitine (C14:1) [Moles/volume] in Serum or Plasma,LOINC,30566-4,S,538
30235-6,3001111,3001111,3-Hydroxypalmitoleylcarnitine (C16:1-OH) [Moles/volume] in Serum or Plasma,LOINC,30235-6,S,538
30531-8,3023211,3023211,Isovalerylcarnitine+Methylbutyrylcarnitine (C5) [Moles/volume] in Serum or Plasma,LOINC,30531-8,S,538
30190-3,3018039,3018039,3-Hydroxytetradecenoylcarnitine (C14:1-OH) [Moles/volume] in Serum or Plasma,LOINC,30190-3,S,538
30327-1,3017126,3017126,Decanoylcarnitine (C10) [Moles/volume] in Serum or Plasma,LOINC,30327-1,S,538
30332-1,3012598,3012598,Dodecenoylcarnitine (C12:1) [Moles/volume] in Serum or Plasma,LOINC,30332-1,S,538
30191-1,3018524,3018524,Acetylcarnitine (C2) [Moles/volume] in Serum or Plasma,LOINC,30191-1,S,538
30356-0,3024674,3024674,Palmitoylcarnitine (C16) [Moles/volume] in Serum or Plasma,LOINC,30356-0,S,538
30551-6,3038126,3038126,Propionylcarnitine (C3) [Moles/volume] in Serum or Plasma,LOINC,30551-6,S,538
30328-9,3017721,3017721,Decenoylcarnitine (C10:1) [Moles/volume] in Serum or Plasma,LOINC,30328-9,S,538
30358-6,3011508,3011508,Hexanoylcarnitine (C6) [Moles/volume] in Serum or Plasma,LOINC,30358-6,S,538
30349-5,3028150,3028150,Glutarylcarnitine (C5-DC) [Moles/volume] in Serum or Plasma,LOINC,30349-5,S,538
30357-8,3010966,3010966,Palmitoleylcarnitine (C16:1) [Moles/volume] in Serum or Plasma,LOINC,30357-8,S,538
30564-9,3018590,3018590,Tetradecadienoylcarnitine (C14:2) [Moles/volume] in Serum or Plasma,LOINC,30564-9,S,538
30331-3,3013947,3013947,Dodecanoylcarnitine (C12) [Moles/volume] in Serum or Plasma,LOINC,30331-3,S,538
30234-9,3002212,3002212,3-Hydroxypalmitoylcarnitine (C16-OH) [Moles/volume] in Serum or Plasma,LOINC,30234-9,S,538
30236-4,3021288,3021288,3-Hydroxyhexanoylcarnitine (C6-OH) [Moles/volume] in Serum or Plasma,LOINC,30236-4,S,538
30540-9,3003480,3003480,Octanoylcarnitine (C8) [Moles/volume] in Serum or Plasma,LOINC,30540-9,S,538
30565-6,3014524,3014524,Tetradecanoylcarnitine (C14) [Moles/volume] in Serum or Plasma,LOINC,30565-6,S,538
30238-0,3036864,3036864,3-Hydroxytetradecanoylcarnitine (C14-OH) [Moles/volume] in Serum or Plasma,LOINC,30238-0,S,538
30233-1,3003809,3003809,3-Hydroxydodecanoylcarnitine (C12-OH) [Moles/volume] in Serum or Plasma,LOINC,30233-1,S,538
3128-6,3010493,3010493,Viscosity of Serum,LOINC,3128-6,S,532
74116-5,44786773,44786773,Adalimumab Ab [Mass/volume] in Serum or Plasma,LOINC,74116-5,S,530
20404-0,3036848,3036848,Fibronectin.fetal [Presence] in Vaginal fluid,LOINC,20404-0,S,525
33536-4,3028863,3966278,Miscellaneous allergen IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),LOINC,102969-3,S,507
57800-5,40760909,40760909,Oxygen content in Blood by calculation,LOINC,57800-5,S,493
20563-3,3023081,3023081,Carboxyhemoglobin/Hemoglobin.total in Blood,LOINC,20563-3,S,493
2614-6,3007930,3007930,Methemoglobin/Hemoglobin.total in Blood,LOINC,2614-6,S,492
40619-9,3041290,3041290,Carbon dioxide [Partial pressure] adjusted to patient's actual temperature in Venous blood,LOINC,40619-9,S,484
8266-9,3013557,3013557,Service comment 05,LOINC,8266-9,S,475
32660-3,3030951,3030951,6-Thioguanine [Entitic substance] in Red Blood Cells,LOINC,32660-3,S,467
39486-6,3038999,3038999,pH of Venous blood adjusted to patient's actual temperature,LOINC,39486-6,S,467
32654-6,3029161,3029161,6-Methylmercaptopurine [Entitic substance] in Red Blood Cells,LOINC,32654-6,S,467
19237-7,3027215,3027215,Base excess standard in Venous blood by calculation,LOINC,19237-7,S,466
4087-3,3021600,3021600,Valproate Free [Mass/volume] in Serum or Plasma,LOINC,4087-3,S,464
53165-7,3041563,3041563,Formiminoglutamate [Moles/volume] in DBS,LOINC,53165-7,S,455
30542-5,3002051,3002051,Oleoylcarnitine (C18:1) [Moles/volume] in Serum or Plasma,LOINC,30542-5,S,455
39002-1,3040650,3040650,Adipoylcarnitine (C6-DC) [Moles/volume] in Serum or Plasma,LOINC,39002-1,S,455
51415-8,3031935,3031935,Methylmalonylcarnitine+Succinylcarnitine (C4-DC) [Moles/volume] in Serum or Plasma,LOINC,51415-8,S,455
30312-3,3003209,3003209,3-Hydroxyoleoylcarnitine (C18:1-OH) [Moles/volume] in Serum or Plasma,LOINC,30312-3,S,455
30534-2,3003816,3003816,Linoleoylcarnitine (C18:2) [Moles/volume] in Serum or Plasma,LOINC,30534-2,S,455
55940-1,40759061,40759061,Malonylcarnitine (C3-DC) [Moles/volume] in Serum or Plasma,LOINC,55940-1,S,455
53471-9,3042556,3042556,Decadienoylcarnitine (C10:2) [Moles/volume] in Serum or Plasma,LOINC,53471-9,S,455
35656-8,3033951,3033951,3-Hydroxystearoylcarnitine (C18-OH) [Moles/volume] in Serum or Plasma,LOINC,35656-8,S,455
39014-6,3041014,3041014,Suberylcarnitine (C8-DC) [Moles/volume] in Serum or Plasma,LOINC,39014-6,S,455
39000-5,3041597,3041597,3-Hydroxybutyrylcarnitine (C4-OH) [Moles/volume] in Serum or Plasma,LOINC,39000-5,S,455
53203-6,3041666,3041666,Hexenoylcarnitine (C6:1) [Moles/volume] in DBS,LOINC,53203-6,S,455
39615-0,3038254,3038254,Benzoylcarnitine (BzCn) [Moles/volume] in Serum or Plasma,LOINC,39615-0,S,455
55871-8,40758992,40758992,Heptanoylcarnitine (C7) [Moles/volume] in Serum or Plasma,LOINC,55871-8,S,455
30560-7,3013347,3013347,Stearoylcarnitine (C18) [Moles/volume] in Serum or Plasma,LOINC,30560-7,S,455
55855-1,40758976,40758976,Dicarboxydodecanoylcarnitine (C12-DC) [Moles/volume] in Serum or Plasma,LOINC,55855-1,S,455
51416-6,3029832,3029832,Tiglylcarnitine (C5:1) [Moles/volume] in Serum or Plasma,LOINC,51416-6,S,455
39001-3,3041194,3041194,3-Hydroxyisovalerylcarnitine (C5-OH) [Moles/volume] in Serum or Plasma,LOINC,39001-3,S,455
46252-3,3050001,3050001,Acylcarnitine pattern [Interpretation] in Serum or Plasma,LOINC,46252-3,S,455
30237-2,3036343,3036343,3-Hydroxylinoleoylcarnitine (C18:2-OH) [Moles/volume] in Serum or Plasma,LOINC,30237-2,S,455
59195-8,40762286,40762286,3-Hydroxydodecenoylcarnitine (C12:1-OH) [Moles/volume] in Serum or Plasma,LOINC,59195-8,S,455
43235-1,3047112,3047112,Acrylylcarnitine (C3:1) [Moles/volume] in Serum or Plasma,LOINC,43235-1,S,455
3226-8,3001850,3001850,Coagulation factor XI activity actual/normal in Platelet poor plasma by Coagulation assay,LOINC,3226-8,S,450
21654-9,3019398,3019398,CFTR gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,LOINC,21654-9,S,447
21656-4,3035686,3035686,CFTR gene mutations tested for in Blood or Tissue by Molecular genetics method Nominal,LOINC,21656-4,S,447
38404-0,3050252,3050252,CFTR gene targeted mutation analysis in Blood or Tissue by Molecular genetics method,LOINC,38404-0,S,447
49412-0,3031287,3031287,JC virus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,LOINC,49412-0,S,446
13248-0,3004347,3004347,Hepatitis D virus Ab [Presence] in Serum,LOINC,13248-0,S,432
69047-9,40771568,40771568,Geneticist review of results,LOINC,69047-9,S,424
