SOURCE_VALUE,SOURCE_CONCEPT_ID,MAPPED_STANDARD_CONCEPT_ID,MAPPED_STANDARD_CONCEPT_NAME,MAPPED_STANDARD_VOCABULARY_ID,MAPPED_STANDARD_CONCEPT_CODE,MAPPED_STANDARD_CONCEPT_FLAG,TOTAL_ROWS
20415-6,3008615,3008615,Choriogonadotropin.beta subunit [Units/volume] in Serum or Plasma by Immunoassay (EIA) 3rd IS,LOINC,20415-6,S,61735
9272-6,3016704,3016704,1 minute Apgar Score,LOINC,9272-6,S,61076
72366-8,43054997,43054997,Influenza virus A and B Ag [Identifier] in Nose by Rapid immunoassay,LOINC,72366-8,S,60441
8461-6,3009395,3009395,Systolic blood pressure--supine,LOINC,8461-6,S,60077
80382-5,21492988,21492988,Influenza virus A Ag [Presence] in Upper respiratory specimen by Rapid immunoassay,LOINC,80382-5,S,60077
80383-3,21492989,21492989,Influenza virus B Ag [Presence] in Upper respiratory specimen by Rapid immunoassay,LOINC,80383-3,S,60064
8455-8,3013940,3013940,Diastolic blood pressure--supine,LOINC,8455-8,S,59086
13949-3,3012887,3012887,Cytomegalovirus IgG Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,13949-3,S,58638
25514-1,3013750,3013750,Rubella virus IgG Ab [Presence] in Serum,LOINC,25514-1,S,58029
95380-2,36661384,36661384,Influenza virus A and B and SARS-CoV-2 (COVID-19) and SARS-related CoV RNA panel - Respiratory system specimen by NAA with probe detection,LOINC,95380-2,S,57994
5862-8,3028459,3028459,Influenza virus A Ag [Presence] in Specimen by Immunoassay,LOINC,5862-8,S,57930
5866-9,3011688,3011688,Influenza virus B Ag [Presence] in Specimen by Immunoassay,LOINC,5866-9,S,57929
11572-5,3021614,3021614,Rheumatoid factor [Units/volume] in Serum or Plasma,LOINC,11572-5,S,57693
39126-8,3041292,3041292,Length of Wound,LOINC,39126-8,S,57480
8834-4,3009713,3009713,Pulmonary vascular Resistance index,LOINC,8834-4,S,55886
13955-0,3013801,3013801,Hepatitis C virus Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,13955-0,S,55574
39791-9,3041473,3041473,Sodium [Moles/volume] in Venous blood,LOINC,39791-9,S,54981
39125-0,3042480,3042480,Width of Wound,LOINC,39125-0,S,54841
60256-5,40763311,40763311,Neisseria gonorrhoeae rRNA [Presence] in Urine by NAA with probe detection,LOINC,60256-5,S,53062
42931-6,3031356,3031356,Chlamydia trachomatis rRNA [Presence] in Urine by NAA with probe detection,LOINC,42931-6,S,52833
77027-1,46236737,46236737,Influenza virus A H3 RNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,77027-1,S,51866
77026-3,46236736,46236736,Influenza virus A H1 RNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,77026-3,S,51865
76080-1,46235759,46235759,Influenza virus B RNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,76080-1,S,51865
77028-9,46236738,46236738,Influenza virus A H1 2009 pandemic RNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,77028-9,S,51863
76078-5,46235757,46235757,Influenza virus A RNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,76078-5,S,51784
2039-6,3003785,3003785,Carcinoembryonic Ag [Mass/volume] in Serum or Plasma,LOINC,2039-6,S,51630
20507-0,3021461,3021461,Reagin Ab [Presence] in Serum by RPR,LOINC,20507-0,S,51240
21198-7,3038136,3038136,Choriogonadotropin.beta subunit [Units/volume] in Serum or Plasma,LOINC,21198-7,S,50820
5822-2,3037244,3037244,Yeast [#/area] in Urine sediment by Microscopy high power field,LOINC,5822-2,S,50755
45194-8,3046071,3046071,Choriogonadotropin.intact+Beta subunit [Units/volume] in Serum or Plasma,LOINC,45194-8,S,48907
802-9,3005481,3005481,Spherocytes [Presence] in Blood by Light microscopy,LOINC,802-9,S,48747
33569-5,3045440,3045440,Sjogrens syndrome-A extractable nuclear Ab [Units/volume] in Serum by Immunoassay,LOINC,33569-5,S,48728
49699-2,3032186,3032186,pH of Venous cord blood adjusted to patient's actual temperature,LOINC,49699-2,S,48453
49695-0,3029246,3029246,Carbon dioxide [Partial pressure] adjusted to patient's actual temperature in Venous cord blood,LOINC,49695-0,S,48398
28641-9,3018650,3018650,Bicarbonate [Moles/volume] in Venous cord blood,LOINC,28641-9,S,48375
783-1,3011587,3011587,Promyelocytes/100 leukocytes in Blood by Manual count,LOINC,783-1,S,48312
10334-1,3037551,3037551,Cancer Ag 125 [Units/volume] in Serum or Plasma,LOINC,10334-1,S,48167
74277-5,44786920,44786920,Mycobacterium tuberculosis stimulated gamma interferon CFP10 Ag spot count [#] in Blood,LOINC,74277-5,S,47946
19146-0,3017575,3017575,Referral lab test results,LOINC,19146-0,S,47220
49698-4,3030109,3030109,pH of Arterial cord blood adjusted to patient's actual temperature,LOINC,49698-4,S,47128
49694-3,3032759,3032759,Carbon dioxide [Partial pressure] adjusted to patient's actual temperature in Arterial cord blood,LOINC,49694-3,S,47113
28640-1,3017809,3017809,Bicarbonate [Moles/volume] in Arterial cord blood,LOINC,28640-1,S,47065
33515-8,3046312,3046312,Clarity of Specimen,LOINC,33515-8,S,47001
6824-7,3015579,3015579,Color of Body fluid,LOINC,6824-7,S,46883
48345-3,3053246,3053246,HIV 1+O+2 Ab [Presence] in Serum or Plasma,LOINC,48345-3,S,46451
24114-1,3019231,3019231,Epstein Barr virus capsid IgG Ab [Presence] in Serum by Immunoassay,LOINC,24114-1,S,46226
4542-7,3012336,3012336,Haptoglobin [Mass/volume] in Serum or Plasma,LOINC,4542-7,S,46217
45142-7,3043359,3043359,Sjogrens syndrome-B extractable nuclear Ab [Units/volume] in Serum by Immunoassay,LOINC,45142-7,S,46189
76113-0,21490826,21490826,Nitrogen dioxide [VFr/PPres] Gas delivery system,LOINC,76113-0,S,45852
26455-6,3010910,3010910,Erythrocytes [#/volume] in Body fluid,LOINC,26455-6,S,45591
26466-3,3022174,3022174,Leukocytes [#/volume] in Body fluid,LOINC,26466-3,S,45581
19911-7,3008905,3008905,Diffusion capacity.carbon monoxide,LOINC,19911-7,S,45340
98130-8,1617299,1617299,Diffusion capacity.carbon monoxide/Predicted,LOINC,98130-8,S,45338
95941-1,36031861,36031861,Influenza virus A and B and SARS-CoV-2 (COVID-19) and Respiratory syncytial virus RNA panel - Respiratory system specimen by NAA with probe detection,LOINC,95941-1,S,45258
2162-6,3004239,3004239,Creatinine [Mass/time] in 24 hour Urine,LOINC,2162-6,S,45075
76070-2,46235749,46235749,Adenovirus DNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,76070-2,S,44944
94759-8,586526,586526,SARS-CoV-2 (COVID-19) RNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,94759-8,S,44828
19162-7,3022386,3022386,Varicella zoster virus IgG Ab [Presence] in Serum,LOINC,19162-7,S,44768
33935-8,3030367,3030367,Cyclic citrullinated peptide IgG Ab [Units/volume] in Serum or Plasma,LOINC,33935-8,S,44401
30350-3,3004119,3004119,Hemoglobin [Mass/volume] in Venous blood,LOINC,30350-3,S,43852
3095-7,3011965,3011965,Urea nitrogen [Mass/volume] in Urine,LOINC,3095-7,S,42931
30230-7,3023500,3023500,Segmented neutrophils/100 leukocytes in Body fluid by Manual count,LOINC,30230-7,S,42561
26454-9,3027475,3027475,Erythrocytes [#/volume] in Cerebral spinal fluid,LOINC,26454-9,S,42299
26465-5,3016543,3016543,Leukocytes [#/volume] in Cerebral spinal fluid,LOINC,26465-5,S,42195
10335-8,3038077,3038077,Color of Cerebral spinal fluid,LOINC,10335-8,S,41791
49736-2,3029810,3029810,Clarity of Cerebral spinal fluid,LOINC,49736-2,S,41771
13532-7,3027572,3027572,Xanthochromia [Presence] of Cerebral spinal fluid Qualitative,LOINC,13532-7,S,41387
58466-4,40761567,40761567,DNA double strand IgG Ab [Titer] in Serum by Immunofluorescence (IF) Crithidia luciliae,LOINC,58466-4,S,41318
5403-1,3023895,3023895,Varicella zoster virus IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,5403-1,S,41215
13941-0,3003540,3003540,Lymphocytes/100 leukocytes in Body fluid by Manual count,LOINC,13941-0,S,40689
3298-7,3002617,3002617,Acetaminophen [Mass/volume] in Serum or Plasma,LOINC,3298-7,S,40560
1756-6,3013247,3013247,Albumin in CSF/Albumin in Serum or Plasma,LOINC,1756-6,S,40379
2858-9,3010719,3010719,Protein in CSF/Protein in serum,LOINC,2858-9,S,40329
9137-1,3028277,3028277,Fluid output emesis,LOINC,9137-1,S,39604
2342-4,3022548,3022548,Glucose [Mass/volume] in Cerebral spinal fluid,LOINC,2342-4,S,38724
2880-3,3019473,3019473,Protein [Mass/volume] in Cerebral spinal fluid,LOINC,2880-3,S,38677
16285-9,3008392,3008392,Creatinine/Protein [Mass Ratio] in Urine,LOINC,16285-9,S,38455
13950-1,3020316,3020316,Hepatitis A virus IgM Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,13950-1,S,38185
32683-5,3030612,3030612,Hemoglobin S/Hemoglobin.total in Blood by Electrophoresis,LOINC,32683-5,S,38095
46128-5,3046538,3046538,Tissue transglutaminase IgA Ab [Units/volume] in Serum by Immunoassay,LOINC,46128-5,S,37542
40724-7,3040363,3040363,Hepatitis A virus IgG Ab [Presence] in Serum by Immunoassay,LOINC,40724-7,S,37503
10330-9,3004411,3004411,Monocytes/100 leukocytes in Body fluid by Manual count,LOINC,10330-9,S,37223
4024-6,3000787,3000787,Salicylates [Mass/volume] in Serum or Plasma,LOINC,4024-6,S,36961
24115-8,3019209,3019209,Epstein Barr virus capsid IgM Ab [Presence] in Serum by Immunoassay,LOINC,24115-8,S,36889
71773-6,42869528,42869528,Mycobacterium tuberculosis stimulated gamma interferon [Interpretation] in Blood Qualitative,LOINC,71773-6,S,36648
23883-2,3018595,3018595,Inhibin A [Mass/volume] in Serum or Plasma,LOINC,23883-2,S,36375
73572-0,43533595,43533595,Magnesium Ionized [Moles/volume] in Blood by Ion-selective membrane electrode (ISE),LOINC,73572-0,S,36261
2251-7,3025994,3025994,Estriol (E3) [Mass/volume] in Serum or Plasma,LOINC,2251-7,S,36064
24108-3,3022914,3022914,Cancer Ag 19-9 [Units/volume] in Serum or Plasma,LOINC,24108-3,S,35800
55806-4,40758927,40758927,Mycophenolate [Mass/volume] in Serum or Plasma by LC/MS/MS,LOINC,55806-4,S,35754
15067-2,3023323,3023323,Follitropin [Units/volume] in Serum or Plasma,LOINC,15067-2,S,35703
32682-7,3045405,3045405,Hemoglobin F/Hemoglobin.total in Blood by Electrophoresis,LOINC,32682-7,S,35454
2243-4,3025285,3025285,Estradiol (E2) [Mass/volume] in Serum or Plasma,LOINC,2243-4,S,35064
801-1,3020412,3020412,Sickle cells [Presence] in Blood by Light microscopy,LOINC,801-1,S,34249
53132-7,3041957,3041957,Epithelial cells.non-squamous [#/area] in Urine sediment by Microscopy low power field,LOINC,53132-7,S,34033
32285-9,3003752,3003752,BK virus DNA [Units/volume] (viral load) in Urine by NAA with probe detection,LOINC,32285-9,S,33864
29771-3,3012471,3012471,Hemoglobin.gastrointestinal.lower [Presence] in Stool by Immunoassay,LOINC,29771-3,S,33691
46418-0,3051593,3051593,INR in Capillary blood by Coagulation assay,LOINC,46418-0,S,33545
5358-7,3033682,3033682,Smooth muscle Ab [Titer] in Serum by Immunofluorescence,LOINC,5358-7,S,33418
5247-2,3026652,3026652,Mitochondria Ab [Titer] in Serum by Immunofluorescence,LOINC,5247-2,S,33418
95209-3,757685,757685,SARS-CoV+SARS-CoV-2 (COVID-19) Ag [Presence] in Respiratory system specimen by Rapid immunoassay,LOINC,95209-3,S,33319
13967-5,3004248,3004248,Sex hormone binding globulin [Moles/volume] in Serum or Plasma,LOINC,13967-5,S,33144
95422-2,36661376,36661376,Influenza virus A and B and SARS-CoV-2 (COVID-19) RNA panel - Respiratory system specimen by NAA with probe detection,LOINC,95422-2,S,32967
8247-9,3006175,3006175,Mucus [Presence] in Urine sediment by Light microscopy,LOINC,8247-9,S,32786
10535-3,3011335,3011335,Digoxin [Mass/volume] in Serum or Plasma,LOINC,10535-3,S,32733
89085-5,36303283,36303283,Total lung capacity measured/predicted by Plethysmograph body box,LOINC,89085-5,S,32644
81452-5,21493126,21493126,Residual volume --pre bronchodilation,LOINC,81452-5,S,32643
94125-2,1002029,1002029,Residual volume/Predicted by Plethysmograph body box,LOINC,94125-2,S,32638
99698-3,1988660,1988660,Permanent pacemaker Atrial stimulation setting,LOINC,99698-3,S,32626
94558-4,723477,723477,SARS-CoV-2 (COVID-19) Ag [Presence] in Respiratory system specimen by Rapid immunoassay,LOINC,94558-4,S,32555
7789-1,3019416,3019416,Acanthocytes [Presence] in Blood by Light microscopy,LOINC,7789-1,S,32402
29541-0,3026532,3026532,HIV 1 RNA [Log #/volume] (viral load) in Serum or Plasma by NAA with probe detection,LOINC,29541-0,S,31775
41479-7,3033445,3033445,BK virus DNA [#/volume] (viral load) in Serum or Plasma by NAA with probe detection,LOINC,41479-7,S,31115
779-9,3011368,3011368,Poikilocytosis [Presence] in Blood by Light microscopy,LOINC,779-9,S,30541
4086-5,3016201,3016201,Valproate [Mass/volume] in Serum or Plasma,LOINC,4086-5,S,30340
5631-7,3027126,3027126,Copper [Mass/volume] in Serum or Plasma,LOINC,5631-7,S,29936
20438-8,3010300,3010300,Glucose [Mass/volume] in Serum or Plasma --1 hour post dose glucose,LOINC,20438-8,S,29704
3016-3,3009201,3009201,Thyrotropin [Units/volume] in Serum or Plasma,LOINC,3016-3,S,29640
53131-9,3041086,3041086,Calcium oxalate crystals [#/area] in Urine sediment by Microscopy low power field,LOINC,53131-9,S,29031
803-7,3004381,3004381,Toxic granules [Presence] in Blood by Light microscopy,LOINC,803-7,S,28458
1825-9,3026285,3026285,Alpha 1 antitrypsin [Mass/volume] in Serum or Plasma,LOINC,1825-9,S,28447
99700-7,1989192,1989192,Permanent pacemaker Ventricular stimulation setting,LOINC,99700-7,S,28017
62412-2,40765151,40765151,PhenX - upper arm circ protocol 021101,LOINC,62412-2,S,27895
15432-8,3027401,3027401,Testosterone Free/Testosterone.total in Serum or Plasma,LOINC,15432-8,S,27572
35410-0,3035167,3035167,Continuous positive airway pressure Respiratory system,LOINC,35410-0,S,27339
2462-0,3016604,3016604,IgE [Mass/volume] in Serum,LOINC,2462-0,S,27325
44357-2,3045331,3045331,Galactomannan Ag [Units/volume] in Serum or Plasma by Immunoassay,LOINC,44357-2,S,27295
2118-8,3003191,3003191,Choriogonadotropin (pregnancy test) [Presence] in Serum or Plasma,LOINC,2118-8,S,27038
70167-2,42868641,42868641,Trichomonas vaginalis rRNA [Presence] in Urine by NAA with probe detection,LOINC,70167-2,S,27006
6303-2,3019174,3019174,dRVVT (LA screen),LOINC,6303-2,S,26666
1986-9,3010084,3010084,C peptide [Mass/volume] in Serum or Plasma,LOINC,1986-9,S,26600
74278-3,44786921,44786921,Mycobacterium tuberculosis stimulated gamma interferon ESAT-6 Ag spot count [#] in Blood,LOINC,74278-3,S,26550
74279-1,44786922,44786922,Gamma interferon negative control spot count [#] in Blood,LOINC,74279-1,S,26549
74280-9,44786923,44786923,Mitogen stimulated gamma interferon positive control spot count [#] in Blood,LOINC,74280-9,S,26549
2466-1,3027135,3027135,IgG subclass 1 [Mass/volume] in Serum,LOINC,2466-1,S,26322
2467-9,3028192,3028192,IgG subclass 2 [Mass/volume] in Serum,LOINC,2467-9,S,26318
2469-5,3024980,3024980,IgG subclass 4 [Mass/volume] in Serum,LOINC,2469-5,S,26316
2468-7,3024139,3024139,IgG subclass 3 [Mass/volume] in Serum,LOINC,2468-7,S,26295
3520-4,3010375,3010375,cycloSPORINE [Mass/volume] in Blood,LOINC,3520-4,S,25596
14278-6,3003284,3003284,Neutrophil cytoplasmic Ab.perinuclear [Titer] in Serum by Immunofluorescence,LOINC,14278-6,S,25319
14277-8,3004383,3004383,Neutrophil cytoplasmic Ab.classic [Titer] in Serum by Immunofluorescence,LOINC,14277-8,S,25319
2064-4,3022756,3022756,Ceruloplasmin [Mass/volume] in Serum or Plasma,LOINC,2064-4,S,25185
39127-6,3042000,3042000,Depth of Wound,LOINC,39127-6,S,24716
51928-0,3038792,3038792,Ribonucleoprotein extractable nuclear Ab [Units/volume] in Serum by Immunoassay,LOINC,51928-0,S,24685
703-9,3026904,3026904,Basophilic stippling [Presence] in Blood by Light microscopy,LOINC,703-9,S,24535
3096-5,3017457,3017457,Urea nitrogen [Mass/time] in 24 hour Urine,LOINC,3096-5,S,24392
3281-3,3027184,3027184,Lupus anticoagulant [Interpretation] in Platelet poor plasma,LOINC,3281-3,S,24234
34571-0,3044009,3044009,aPTT.lupus sensitive (LA screen),LOINC,34571-0,S,24233
13954-3,3023378,3023378,Hepatitis B virus e Ag [Presence] in Serum or Plasma by Immunoassay,LOINC,13954-3,S,24164
3181-5,3009041,3009041,Cardiolipin IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,3181-5,S,23920
43305-2,3045028,3045028,Neisseria gonorrhoeae rRNA [Presence] in Specimen by NAA with probe detection,LOINC,43305-2,S,23784
13355-3,3009036,3009036,Unspecified cells/100 leukocytes in Body fluid by Manual count,LOINC,13355-3,S,23771
10501-5,3009214,3009214,Lutropin [Units/volume] in Serum or Plasma,LOINC,10501-5,S,23653
43304-5,3043310,3043310,Chlamydia trachomatis rRNA [Presence] in Specimen by NAA with probe detection,LOINC,43304-5,S,23629
3182-3,3015813,3015813,Cardiolipin IgM Ab [Units/volume] in Serum by Immunoassay,LOINC,3182-3,S,23395
2357-2,3037524,3037524,Glucose-6-Phosphate dehydrogenase [Enzymatic activity/volume] in Red Blood Cells,LOINC,2357-2,S,23117
30522-7,3010156,3010156,C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method,LOINC,30522-7,S,23098
91875-5,37019817,37019817,Streptococcus agalactiae DNA [Presence] in Vag+Rectum by NAA with probe detection,LOINC,91875-5,S,23087
32284-2,3000504,3000504,BK virus DNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection,LOINC,32284-2,S,23061
77379-6,46236084,46236084,Human papilloma virus 16 and 18 and 31+33+35+39+45+51+52+56+58+59+66+68 DNA [Interpretation] in Cervix,LOINC,77379-6,S,22736
6864-3,3017974,3017974,Hemoglobin S [Presence] in Blood by Solubility test,LOINC,6864-3,S,22723
2991-8,3016049,3016049,Testosterone Free [Mass/volume] in Serum or Plasma,LOINC,2991-8,S,22572
30427-9,3024126,3024126,Macrophages/100 leukocytes in Body fluid,LOINC,30427-9,S,22460
1761-6,3027953,3027953,Aldolase [Enzymatic activity/volume] in Serum or Plasma,LOINC,1761-6,S,22453
10328-3,3036663,3036663,Lymphocytes/100 leukocytes in Cerebral spinal fluid by Manual count,LOINC,10328-3,S,22240
59462-2,40762525,40762525,Clinical biochemist review of results,LOINC,59462-2,S,22218
13964-2,3016426,3016426,Methylmalonate [Moles/volume] in Serum or Plasma,LOINC,13964-2,S,22112
41649-5,3035285,3035285,Chloride [Moles/volume] in Venous blood,LOINC,41649-5,S,21897
5176-3,3027491,3027491,Helicobacter pylori IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,5176-3,S,21735
8391-5,3018100,3018100,Left ventricular End diastolic blood pressure,LOINC,8391-5,S,21723
2617-9,3024889,3024889,Methemoglobin/Hemoglobin.total in Venous blood,LOINC,2617-9,S,21562
2032-1,3010517,3010517,Carboxyhemoglobin/Hemoglobin.total in Venous blood,LOINC,2032-1,S,21560
46154-1,3045342,3045342,Trichomonas vaginalis rRNA [Presence] in Specimen by NAA with probe detection,LOINC,46154-1,S,21472
3968-5,3022616,3022616,Phenytoin [Mass/volume] in Serum or Plasma,LOINC,3968-5,S,21440
97606-8,1616374,1616374,PLPEth [Mass/volume] in Blood,LOINC,97606-8,S,21401
97607-6,1616799,1616799,POPEth [Mass/volume] in Blood,LOINC,97607-6,S,21399
77400-0,46236101,46236101,Human papilloma virus 18 DNA [Presence] in Cervix by NAA with probe detection,LOINC,77400-0,S,21333
77399-4,46236100,46236100,Human papilloma virus 16 DNA [Presence] in Cervix by NAA with probe detection,LOINC,77399-4,S,21331
24119-0,3001145,3001145,Cytomegalovirus IgM Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,24119-0,S,21197
5763-8,3017394,3017394,Zinc [Mass/volume] in Serum or Plasma,LOINC,5763-8,S,21085
15410-4,3009678,3009678,Varicella zoster virus IgG Ab [Presence] in Serum by Immunoassay,LOINC,15410-4,S,20853
79549-2,21491173,21491173,Urine output measured by nephrostomy,LOINC,79549-2,S,20824
69937-1,42868427,42868427,Trichomonas vaginalis DNA [Presence] in Specimen by NAA with probe detection,LOINC,69937-1,S,20209
34187-5,3044946,3044946,DNA double strand Ab [Titer] in Serum by Immunofluorescence (IF) Crithidia luciliae,LOINC,34187-5,S,20166
10329-1,3037194,3037194,Monocytes/100 leukocytes in Cerebral spinal fluid by Manual count,LOINC,10329-1,S,20155
12293-7,3015883,3015883,Cotinine [Presence] in Urine,LOINC,12293-7,S,20040
46758-9,3050693,3050693,Congenital adrenal hyperplasia newborn screen interpretation,LOINC,46758-9,S,20000
14107-7,3026086,3026086,Segmented neutrophils/100 leukocytes in Cerebral spinal fluid by Manual count,LOINC,14107-7,S,19965
46761-3,3048441,3048441,Biotinidase deficiency newborn screen interpretation,LOINC,46761-3,S,19934
46733-2,3050997,3050997,Amino acidemias newborn screen interpretation,LOINC,46733-2,S,19928
46769-6,3051677,3051677,Cystic fibrosis newborn screen interpretation,LOINC,46769-6,S,19694
8099-4,3027238,3027238,Thyroperoxidase Ab [Units/volume] in Serum or Plasma,LOINC,8099-4,S,19638
13953-5,3036806,3036806,Hepatitis B virus e Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,13953-5,S,19442
32765-0,3047178,3047178,Yeast [Presence] in Specimen by Wet preparation,LOINC,32765-0,S,19311
32761-9,3029474,3029474,Leukocytes [Presence] in Specimen by Wet preparation,LOINC,32761-9,S,19254
32763-5,3046905,3046905,Bacteria [Presence] in Specimen by Wet preparation,LOINC,32763-5,S,19252
32764-3,3047152,3047152,Clue cells [Presence] in Specimen by Wet preparation,LOINC,32764-3,S,19247
2640-1,3011470,3011470,Myoglobin [Presence] in Urine,LOINC,2640-1,S,19247
32766-8,3047204,3047204,Trichomonas vaginalis [Presence] in Specimen by Wet preparation,LOINC,32766-8,S,19245
17842-6,3013520,3013520,Cancer Ag 27-29 [Units/volume] in Serum or Plasma,LOINC,17842-6,S,19031
55805-6,40758926,40758926,cycloSPORINE [Mass/volume] in Blood by LC/MS/MS,LOINC,55805-6,S,18389
20448-7,3016244,3016244,Insulin [Units/volume] in Serum or Plasma,LOINC,20448-7,S,18047
7792-5,3003715,3003715,Dohle body [Presence] in Blood by Light microscopy,LOINC,7792-5,S,17954
3026-2,3016991,3016991,Thyroxine (T4) [Mass/volume] in Serum or Plasma,LOINC,3026-2,S,17889
20568-2,3015481,3015481,Prolactin [Mass/volume] in Serum or Plasma by Immunoassay,LOINC,20568-2,S,17790
42595-9,3032567,3032567,Hepatitis B virus DNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection,LOINC,42595-9,S,17480
8985-4,3013308,3013308,Fluid intake Measured,LOINC,8985-4,S,17355
43182-5,3045792,3045792,Smith extractable nuclear Ab [Units/volume] in Serum by Immunoassay,LOINC,43182-5,S,17324
88719-0,36303942,36303942,Human coronavirus 229E+HKU1+NL63+OC43 RNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,88719-0,S,17049
88716-6,36304915,36304915,Adenovirus A+B+C+D+E+F DNA [Presence] in Nasopharynx by NAA with probe detection,LOINC,88716-6,S,17047
33227-0,3030335,3030335,Coarse Granular Casts [#/area] in Urine sediment by Automated count,LOINC,33227-0,S,17006
72607-5,43055441,43055441,Streptococcus agalactiae [Presence] in Vag+Rectum by Organism specific culture,LOINC,72607-5,S,16900
29247-4,3021374,3021374,Sirolimus [Mass/volume] in Blood,LOINC,29247-4,S,16873
3209-4,3019250,3019250,Coagulation factor VIII activity actual/normal in Platelet poor plasma by Coagulation assay,LOINC,3209-4,S,16514
3150-0,3020716,3020716,Inhaled oxygen concentration,LOINC,3150-0,S,16514
43813-5,3046060,3046060,Reagin Ab [Presence] in Cord blood,LOINC,43813-5,S,16408
13951-9,3035456,3035456,Hepatitis A virus Ab [Presence] in Serum by Immunoassay,LOINC,13951-9,S,16271
29575-8,3037142,3037142,Thyrotropin [Units/volume] in DBS,LOINC,29575-8,S,16198
53349-7,3039354,3039354,Thyroxine (T4) free [Mass/volume] in DBS,LOINC,53349-7,S,16197
46744-9,3052281,3052281,Organic acidemias newborn screen interpretation,LOINC,46744-9,S,16132
46736-5,3051633,3051633,Fatty acid oxidation defects newborn screen interpretation,LOINC,46736-5,S,16132
46737-3,3049389,3049389,Galactosemias newborn screen interpretation,LOINC,46737-3,S,16131
56074-8,40759195,40759195,Circumference Neck,LOINC,56074-8,S,15971
46740-7,3051923,3051923,Hemoglobin disorders newborn screen interpretation,LOINC,46740-7,S,15815
49697-6,3030441,3030441,Oxygen [Partial pressure] adjusted to patient's actual temperature in Venous cord blood,LOINC,49697-6,S,15744
49839-4,3030410,3030410,Eosinophils [Presence] in Urine sediment by Wright stain,LOINC,49839-4,S,15571
8122-4,3011412,3011412,CD3 cells [#/volume] in Blood,LOINC,8122-4,S,15301
8124-0,3022533,3022533,CD3 cells/100 cells in Blood,LOINC,8124-0,S,15295
30552-4,3033504,3033504,Pyridoxal phosphate [Mass/volume] in Serum or Plasma,LOINC,30552-4,S,15219
1823-4,3024865,3024865,Alpha tocopherol [Mass/volume] in Serum or Plasma,LOINC,1823-4,S,15160
11038-7,3005244,3005244,Beta+gamma tocopherol [Mass/volume] in Serum or Plasma,LOINC,11038-7,S,15136
60984-2,21490674,21490674,Aorta Systolic blood pressure,LOINC,60984-2,S,15040
60982-6,21490672,21490672,Aorta Diastolic blood pressure,LOINC,60982-6,S,15039
49696-8,3033254,3033254,Oxygen [Partial pressure] adjusted to patient's actual temperature in Arterial cord blood,LOINC,49696-8,S,15018
60983-4,21490673,21490673,Aorta Mean blood pressure,LOINC,60983-4,S,14911
7793-3,3002620,3002620,Howell-Jolly bodies [Presence] in Blood by Light microscopy,LOINC,7793-3,S,14699
35333-4,3036086,3036086,Jo-1 extractable nuclear Ab [Units/volume] in Serum by Immunoassay,LOINC,35333-4,S,14626
38180-6,3034868,3034868,Hepatitis C virus RNA [log units/volume] (viral load) in Serum or Plasma by NAA with probe detection,LOINC,38180-6,S,14614
47322-3,3052524,3052524,SCL-70 extractable nuclear IgG Ab [Units/volume] in Serum by Immunoassay,LOINC,47322-3,S,14504
2828-2,3016038,3016038,Potassium [Moles/volume] in Urine,LOINC,2828-2,S,14441
13965-9,3016724,3016724,Homocysteine [Moles/volume] in Serum or Plasma,LOINC,13965-9,S,14375
62290-2,40765038,40765038,"1,25-Dihydroxyvitamin D [Mass/volume] in Serum or Plasma",LOINC,62290-2,S,14322
33944-0,3047169,3047169,Lambda light chains.free [Mass/volume] in Serum or Plasma,LOINC,33944-0,S,14300
40844-3,3041030,3053209,Kappa light chains.free/Lambda light chains.free [Mass Ratio] in Serum,LOINC,48378-4,S,14300
36916-5,3034860,3034860,Kappa light chains.free [Mass/volume] in Serum,LOINC,36916-5,S,14300
1649-3,3014173,3014173,Calcitriol [Mass/volume] in Serum or Plasma,LOINC,1649-3,S,14294
62291-0,40765039,40765039,"1,25-Dihydroxyvitamin D2 [Mass/volume] in Serum or Plasma",LOINC,62291-0,S,14273
1795-4,3012133,3012133,Amylase [Enzymatic activity/volume] in Body fluid,LOINC,1795-4,S,14260
1952-1,3013201,3013201,Beta-2-Microglobulin [Mass/volume] in Serum or Plasma,LOINC,1952-1,S,14221
