ANCESTOR_CONCEPT_ID,ANCESTOR_CONCEPT_NAME,ANCESTOR_DOMAIN_ID,ANCESTOR_VOCABULARY_ID,ANCESTOR_CONCEPT_CLASS_ID,ANCESTOR_STANDARD_CONCEPT,ANCESTOR_CONCEPT_CODE,DESCENDANT_CONCEPTS_PRESENT,TOTAL_ROWS,DISTINCT_PERSONS,FIRST_DATE,LAST_DATE
4234567,Biliary stent,Device,SNOMED,Physical Object,S,360123005,1,9,9,2001-09-10,2020-01-01
2720378,"Breast prosthesis, mastectomy bra, without integrated breast prosthesis form, any size, any type",Device,HCPCS,HCPCS,S,L8000,1,9,9,2010-04-15,2025-12-01
4022675,Substance,Observation,SNOMED,Substance,S,105590001,4,9,9,1982-12-28,2019-10-16
2614947,"Replacement, tip, cane, crutch, walker, each.",Device,HCPCS,HCPCS,S,A4637,1,9,9,2010-06-11,2026-01-16
2720086,"Addition to lower extremity, above knee, pelvic control, sleeve suspension, neoprene or equal, each",Device,HCPCS,HCPCS,S,L5695,1,9,8,2010-03-03,2026-01-13
2720311,"Replacement socket, above elbow/elbow disarticulation, molded to patient model, for use with or without external power",Device,HCPCS,HCPCS,S,L6884,1,9,6,2014-10-01,2021-10-27
2719526,"Lso, full corset",Device,HCPCS,HCPCS,S,L0976,1,9,9,2011-02-23,2019-06-24
2719658,"Addition to lower extremity fracture orthosis, drop lock knee joint",Device,HCPCS,HCPCS,S,L2182,1,9,9,2013-08-06,2025-09-09
2719774,"Orthopedic footwear, mens shoe, hightop, depth inlay, each",Device,HCPCS,HCPCS,S,L3222,1,9,5,2011-10-07,2018-06-04
2719793,"Lift, elevation, heel, per inch",Device,HCPCS,HCPCS,S,L3334,1,9,9,2010-06-25,2018-01-11
4031668,Harrington rod,Device,SNOMED,Physical Object,S,14548009,1,9,9,1955-06-15,2012-09-19
4272781,"Surgical metal nail, device",Device,SNOMED,Physical Object,S,63289001,3,8,8,1991-08-15,2020-04-30
2615312,"Sensor; invasive (e.g., subcutaneous), disposable, for use with non-durable medical equipment interstitial continuous glucose monitoring system, one unit = 1 day supply",Device,HCPCS,HCPCS,S,A9276,1,8,8,2016-01-28,2025-05-16
4311038,Operative procedure on spinal structure,Procedure,SNOMED,Procedure,S,392236004,2,8,8,2010-09-17,2017-03-24
4331086,Infusion pump,Device,SNOMED,Physical Object,S,430033006,3,8,6,1988-12-01,2013-12-01
40660167,"Endoskeletal ankle foot system, microprocessor controlled feature, dorsiflexion and/or plantar flexion control, includes power source",Device,HCPCS,HCPCS,S,L5973,1,8,6,2013-11-13,2025-04-16
45761222,Cervical cerclage,Device,SNOMED,Physical Object,S,467245001,1,8,8,1993-05-20,2025-10-10
45763035,Maxillofacial prosthesis,Device,SNOMED,Physical Object,S,469997005,4,8,8,2007-02-17,2024-03-04
4139147,Drain,Device,SNOMED,Physical Object,S,32712000,6,8,8,2007-01-17,2024-07-10
4156340,Intraoral maxillofacial prosthesis,Device,SNOMED,Physical Object,S,272251003,4,8,8,2007-02-17,2024-03-04
4173654,Correction of scoliosis,Procedure,SNOMED,Procedure,S,275249009,2,8,8,2010-09-17,2017-03-24
4215980,Ophthalmic prosthesis,Device,SNOMED,Physical Object,S,414946003,3,8,8,1982-12-22,2013-08-11
4012907,Operation on musculoskeletal system,Procedure,SNOMED,Procedure,S,112697007,2,8,8,2010-09-17,2017-03-24
4031967,Procedure on spine,Procedure,SNOMED,Procedure,S,238181003,2,8,8,2010-09-17,2017-03-24
4040390,Procedure on body system,Procedure,SNOMED,Procedure,S,118664000,2,8,8,2010-09-17,2017-03-24
4042516,Procedure on musculoskeletal system,Procedure,SNOMED,Procedure,S,118666003,2,8,8,2010-09-17,2017-03-24
4044012,Procedure on back,Procedure,SNOMED,Procedure,S,129152004,2,8,8,2010-09-17,2017-03-24
2720257,"Terminal device, sport/recreational/work attachment, any material, any size",Device,HCPCS,HCPCS,S,L6704,1,8,7,2014-06-12,2025-09-22
2720333,"Electric hook, switch or myoelectric controlled, adult",Device,HCPCS,HCPCS,S,L7009,1,8,7,2012-04-05,2025-04-14
2719562,"Spinal orthosis, not otherwise specified",Device,HCPCS,HCPCS,S,L1499,1,8,6,2011-12-20,2015-06-06
2719663,"Addition to lower extremity fracture orthosis, hip joint, pelvic band, thigh flange, and pelvic belt",Device,HCPCS,HCPCS,S,L2192,1,8,8,2010-10-05,2019-10-17
2719712,"Addition to lower extremity, pelvic control, hip joint, adjustable flexion, extension, abduction control, each",Device,HCPCS,HCPCS,S,L2624,1,8,8,2012-02-08,2025-09-04
2719832,"Shoulder orthosis, figure of eight design abduction restrainer, canvas and webbing, prefabricated, off-the-shelf",Device,HCPCS,HCPCS,S,L3660,1,8,8,2011-03-08,2015-04-09
4045900,Procedure on skeletal system,Procedure,SNOMED,Procedure,S,122945004,2,8,8,2010-09-17,2017-03-24
4301351,Surgical procedure,Procedure,SNOMED,Procedure,S,387713003,2,8,8,2010-09-17,2017-03-24
45768100,Cardiovascular surgical device,Device,SNOMED,Physical Object,S,705944009,1,7,7,2014-09-30,2023-03-13
1552588,"Gradient pressure wrap with adjustable straps, foot, each",Device,HCPCS,HCPCS,S,A6587,1,7,7,2024-09-11,2025-07-16
2614729,Diaphragm for contraceptive use,Device,HCPCS,HCPCS,S,A4266,1,7,7,2016-09-02,2023-11-13
2615112,"Foam dressing, wound cover, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing",Device,HCPCS,HCPCS,S,A6212,1,7,7,2012-05-25,2024-10-29
2615117,"Gauze, non-impregnated, non-sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",Device,HCPCS,HCPCS,S,A6217,1,7,7,2010-04-02,2021-11-23
2615192,"Light compression bandage, elastic, knitted/woven, width greater than or equal to three inches and less than five inches, per yard",Device,HCPCS,HCPCS,S,A6449,1,7,6,2025-08-22,2025-11-20
2616481,"Crutch underarm, wood, adjustable or fixed, each, with pad, tip and handgrip",Device,HCPCS,HCPCS,S,E0113,1,7,7,2024-05-30,2025-04-28
2719594,"Knee orthosis, derotation, medial-lateral, anterior cruciate ligament, custom fabricated",Device,HCPCS,HCPCS,S,L1840,1,7,7,2017-02-15,2023-09-27
2719657,"Addition to lower extremity fracture orthosis, plastic shoe insert with ankle joints",Device,HCPCS,HCPCS,S,L2180,1,7,7,2012-02-08,2020-11-13
2719730,"Addition to lower extremity orthosis, knee control, condylar pad",Device,HCPCS,HCPCS,S,L2810,1,7,7,2013-01-10,2025-11-19
2719772,"Orthopedic footwear, mens shoe, oxford, each",Device,HCPCS,HCPCS,S,L3219,1,7,6,2011-10-07,2025-07-14
2719972,"Partial foot, molded socket, ankle height, with toe filler",Device,HCPCS,HCPCS,S,L5010,1,7,6,2012-08-30,2018-10-02
2720210,"Upper extremity addition, flexion/extension wrist unit, with or without friction",Device,HCPCS,HCPCS,S,L6620,1,7,5,2013-05-02,2025-03-19
2720211,"Upper extremity prosthesis addition, flexion/extension wrist with or without friction, for use with external powered terminal device",Device,HCPCS,HCPCS,S,L6621,1,7,7,2012-04-05,2025-04-14
2720237,"Upper extremity addition, harness, (e.g., figure of eight type), dual cable design",Device,HCPCS,HCPCS,S,L6676,1,7,6,2017-02-15,2025-09-22
2720241,"Upper extremity addition, test socket, shoulder disarticulation or interscapular thoracic",Device,HCPCS,HCPCS,S,L6684,1,7,6,2011-05-03,2023-11-28
2720286,"Addition to terminal device, modifier wrist unit",Device,HCPCS,HCPCS,S,L6805,1,7,1,2017-09-15,2024-10-17
2720322,"Below elbow, external power, self-suspended inner socket, removable forearm shell, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device",Device,HCPCS,HCPCS,S,L6935,1,7,7,2012-04-18,2025-04-14
2720362,"Addition to upper extremity prosthesis, shoulder disarticulation/interscapular thoracic, ultralight material (titanium, carbon fiber or equal)",Device,HCPCS,HCPCS,S,L7402,1,7,6,2011-05-03,2023-11-28
2720365,"Addition to upper extremity prosthesis, shoulder disarticulation/interscapular thoracic, acrylic material",Device,HCPCS,HCPCS,S,L7405,1,7,6,2011-05-03,2023-11-28
4044022,Procedure on joint of upper extremity,Procedure,SNOMED,Procedure,S,129181003,3,7,6,2014-05-23,2023-10-31
4106157,Metal stent,Device,SNOMED,Physical Object,S,257363003,4,7,7,2002-09-28,2020-10-04
4124393,Balloon dilatation catheter,Device,SNOMED,Physical Object,S,303779005,2,7,6,2005-02-26,2018-05-22
4170072,Metal device,Device,SNOMED,Physical Object,S,4816004,4,7,7,2002-09-28,2020-10-04
4208975,Intraocular lens implant,Device,SNOMED,Physical Object,S,313236002,2,7,7,1983-04-19,2013-08-11
4300309,Clip,Device,SNOMED,Physical Object,S,77720000,1,7,7,2014-09-30,2023-03-13
4300940,Surgical clip,Device,SNOMED,Physical Object,S,386010000,1,7,7,2014-09-30,2023-03-13
40664738,"Knee disarticulation (or through knee), molded socket, single axis knee, pylon, sach foot, endoskeletal system",Device,HCPCS,HCPCS,S,L5312,1,7,7,2015-01-13,2025-10-24
45759568,Mitral valve clip,Device,SNOMED,Physical Object,S,464887003,1,7,7,2014-09-30,2023-03-13
45767869,Urinary tract stent,Device,SNOMED,Physical Object,S,705473002,4,7,7,1993-01-01,2019-04-01
45771524,Tissue clip,Device,SNOMED,Physical Object,S,705771004,1,7,7,2014-09-30,2023-03-13
937587,"Gasket or seal, for use with prosthetic socket insert, any type, each",Device,HCPCS,HCPCS,S,L7700,1,6,6,2020-05-20,2024-07-02
45768045,Hernia surgical mesh,Device,SNOMED,Physical Object,S,705844005,4,6,6,2003-08-18,2024-09-17
2614769,Incontinence supply; miscellaneous,Device,HCPCS,HCPCS,S,A4335,1,6,5,2011-02-10,2013-03-28
2615347,"Nitrogen n-13 ammonia, diagnostic, per study dose, up to 40 millicuries",Device,HCPCS,HCPCS,S,A9526,1,6,3,2017-07-13,2018-07-11
2719505,"Lumbar-sacral orthosis, sagittal-coronal control, with rigid anterior and posterior frame/panels, posterior extends from sacrococcygeal junction to t-9 vertebra, lateral strength provided by rigid lateral frame/panels, produces intracavitary pressure t...",Device,HCPCS,HCPCS,S,L0638,1,6,6,2012-02-09,2025-04-23
2719667,"Addition to lower extremity, split flat caliper stirrups and plate attachment",Device,HCPCS,HCPCS,S,L2230,1,6,6,2011-12-28,2018-03-30
2719837,"Shoulder orthosis, vest type abduction restrainer, canvas webbing type or equal, prefabricated, off-the-shelf",Device,HCPCS,HCPCS,S,L3675,1,6,6,2012-08-30,2020-02-13
2719843,"Elbow orthosis, double upright with forearm/arm cuffs, free motion, custom fabricated",Device,HCPCS,HCPCS,S,L3720,1,6,6,2011-12-15,2019-08-02
2720018,"Addition to lower extremity, endoskeletal system, above knee - knee disarticulation, 4 bar linkage, with friction swing phase control",Device,HCPCS,HCPCS,S,L5611,1,6,6,2010-12-16,2025-12-08
2720040,"Addition to lower extremity, hip disarticulation, flexible inner socket, external frame",Device,HCPCS,HCPCS,S,L5643,1,6,6,2015-11-18,2026-02-12
2720050,"Addition to lower extremity, knee disarticulation, expandable wall socket",Device,HCPCS,HCPCS,S,L5653,1,6,4,2021-08-24,2026-01-30
2720142,"Addition, endoskeletal system, hip disarticulation, ultra-light material (titanium, carbon fiber or equal)",Device,HCPCS,HCPCS,S,L5960,1,6,6,2017-11-15,2024-05-29
2720176,"Below elbow, molded socket, (muenster or northwestern suspension types)",Device,HCPCS,HCPCS,S,L6110,1,6,5,2014-04-16,2023-02-03
2720256,"Terminal device, passive hand/mitt, any material, any size",Device,HCPCS,HCPCS,S,L6703,1,6,6,2011-05-03,2020-10-02
2720307,"Electric hand, switch or myoelectric controlled, independently articulating digits, any grasp pattern or combination of grasp patterns, includes motor(s)",Device,HCPCS,HCPCS,S,L6880,1,6,6,2013-07-30,2025-10-07
2720431,Unlisted procedure for miscellaneous prosthetic services,Device,HCPCS,HCPCS,S,L8499,1,6,4,2012-08-31,2024-04-04
4048015,Cystoscope,Device,SNOMED,Physical Object,S,20613002,2,6,6,2002-08-14,2018-03-10
4076620,Orthotic device,Device,SNOMED,Physical Object,S,224898003,3,6,6,1998-09-27,2016-07-27
4216073,Tissue expander,Device,SNOMED,Physical Object,S,72188006,2,6,6,2008-04-05,2023-05-26
4227349,Graft of skin,Device,SNOMED,Substance,S,420934007,4,6,6,1963-09-04,2021-02-19
4290438,Stone retrieval basket,Device,SNOMED,Physical Object,S,37311003,1,6,6,1968-07-14,2007-05-11
44783817,Bare metal stent,Device,SNOMED,Physical Object,S,698003007,3,6,6,2002-09-28,2020-10-04
45767870,Stone retrieval instrument,Device,SNOMED,Physical Object,S,705479003,1,6,6,1968-07-14,2007-05-11
45768044,Surgical mesh,Device,SNOMED,Physical Object,S,705843004,4,6,6,2003-08-18,2024-09-17
1552593,"Gradient compression bandaging supply, bandage liner, upper extremity, any size or length, each",Device,HCPCS,HCPCS,S,A6595,1,6,6,2025-02-13,2025-11-13
1781312,"Transfusion of Convalescent Plasma (Nonautologous) into Central Vein, Percutaneous Approach, New Technology Group 5",Device,ICD10PCS,ICD10PCS,S,XW14325,1,5,5,2020-07-09,2020-11-06
45772840,Implantable cardiac pacemaker,Device,SNOMED,Physical Object,S,706004007,2,5,5,2005-04-01,2022-09-21
2615193,"Light compression bandage, elastic, knitted/woven, width greater than or equal to five inches, per yard",Device,HCPCS,HCPCS,S,A6450,1,5,5,2011-01-24,2025-04-07
2615271,Water seal drainage container and tubing for use with implanted chest tube,Device,HCPCS,HCPCS,S,A7041,1,5,5,2015-10-08,2017-11-02
2615762,"Catheter, infusion, inserted peripherally, centrally or midline (other than hemodialysis)",Device,HCPCS,HCPCS,S,C1751,1,5,5,2014-02-17,2014-08-15
2616483,"Crutch, underarm, other than wood, adjustable or fixed, with pad, tip, handgrip, with or without shock absorber, each",Device,HCPCS,HCPCS,S,E0116,1,5,5,2011-05-23,2015-12-31
2616762,Cervical traction equipment not requiring additional stand or frame,Device,HCPCS,HCPCS,S,E0855,1,5,5,2014-09-11,2022-01-04
2719560,"Other scoliosis procedure, body jacket molded to patient model",Device,HCPCS,HCPCS,S,L1300,1,5,5,2010-09-17,2012-11-29
2719593,"Knee orthosis, rigid, without joint(s), includes soft interface material, prefabricated, off-the-shelf",Device,HCPCS,HCPCS,S,L1836,1,5,5,2010-02-19,2016-04-17
2719596,"Knee orthosis, single upright, thigh and calf, with adjustable flexion and extension joint (unicentric or polycentric), medial-lateral and rotation control, with or without varus/valgus adjustment, custom fabricated",Device,HCPCS,HCPCS,S,L1844,1,5,5,2012-05-17,2017-11-22
2719649,"Ankle foot orthosis, fracture orthosis, tibial fracture orthosis, rigid, prefabricated, includes fitting and adjustment",Device,HCPCS,HCPCS,S,L2116,1,5,5,2012-03-29,2014-10-13
2719727,"Addition to lower extremity orthosis, drop lock retainer, each",Device,HCPCS,HCPCS,S,L2785,1,5,5,2010-06-11,2024-10-18
2719939,"Addition to upper extremity orthosis, sock, fracture or equal, each",Device,HCPCS,HCPCS,S,L3995,1,5,5,2011-04-23,2015-02-03
2719955,"Replace leather cuff kafo-afo, calf or distal thigh",Device,HCPCS,HCPCS,S,L4110,1,5,5,2012-06-20,2021-08-18
2720065,"Addition to lower extremity, below knee, molded supracondylar suspension ('pts' or similar)",Device,HCPCS,HCPCS,S,L5670,1,5,2,2015-06-25,2022-02-28
2720139,"Addition, endoskeletal system, high activity knee control frame",Device,HCPCS,HCPCS,S,L5930,1,5,5,2011-07-27,2023-12-18
2720179,"Elbow disarticulation, molded socket, outside locking hinge, forearm",Device,HCPCS,HCPCS,S,L6200,1,5,4,2014-05-23,2023-10-31
2720246,"Upper extremity addition, frame type socket, interscapular-thoracic",Device,HCPCS,HCPCS,S,L6690,1,5,4,2013-05-02,2023-11-28
2720356,"Twelve volt battery, each",Device,HCPCS,HCPCS,S,L7364,1,5,5,2016-08-25,2023-08-18
2720413,"Truss, single with standard pad",Device,HCPCS,HCPCS,S,L8300,1,5,4,2017-04-14,2022-11-28
2720416,"Truss, addition to standard pad, scrotal pad",Device,HCPCS,HCPCS,S,L8330,1,5,5,2024-03-25,2024-12-02
4002372,Shoulder excision,Procedure,SNOMED,Procedure,S,119626005,3,5,3,2011-05-03,2017-11-29
4008016,Embolization coil,Device,SNOMED,Physical Object,S,102314001,2,5,5,2011-09-20,2018-04-08
4030398,Amputation of arm through shoulder,Procedure,SNOMED,Procedure,S,13995008,3,5,3,2011-05-03,2017-11-29
4038676,Ventricular reservoir,Device,SNOMED,Physical Object,S,118425005,1,5,5,2016-07-27,2019-09-27
4040381,Free graft,Device,SNOMED,Substance,S,118620008,3,5,5,2004-08-01,2019-06-17
4040539,Procedure on shoulder joint,Procedure,SNOMED,Procedure,S,118746000,3,5,3,2011-05-03,2017-11-29
4040918,Ommaya reservoir,Device,SNOMED,Physical Object,S,118426006,1,5,5,2016-07-27,2019-09-27
4042176,Reservoir device,Device,SNOMED,Physical Object,S,118424009,1,5,5,2016-07-27,2019-09-27
4042647,Procedure on elbow,Procedure,SNOMED,Procedure,S,118705005,1,5,4,2014-05-23,2023-10-31
4042658,Procedure on elbow joint,Procedure,SNOMED,Procedure,S,118747009,1,5,4,2014-05-23,2023-10-31
4052082,Amputation of arm through elbow,Procedure,SNOMED,Procedure,S,23425005,1,5,4,2014-05-23,2023-10-31
4057244,Body support,Device,SNOMED,Physical Object,S,182587004,2,5,5,1998-09-27,2009-05-01
4076875,Operation on shoulder joint,Procedure,SNOMED,Procedure,S,179419004,3,5,3,2011-05-03,2017-11-29
4077475,Elbow joint operations,Procedure,SNOMED,Procedure,S,179947005,1,5,4,2014-05-23,2023-10-31
4100063,Dental prosthesis,Device,SNOMED,Physical Object,S,27606000,2,5,5,2007-02-17,2016-02-01
4102679,Cardiac valve prosthesis,Device,SNOMED,Physical Object,S,25510005,4,5,5,1981-01-01,2019-11-01
4116120,Inflatable penile prosthesis,Device,SNOMED,Physical Object,S,286557007,1,5,5,1989-02-24,2019-05-08
4118602,Cardiac pacemaker component,Device,SNOMED,Physical Object,S,303913007,3,5,5,2006-10-05,2011-12-12
4125344,Audiological device,Device,SNOMED,Physical Object,S,303637009,2,5,5,2001-02-01,2024-11-27
4149480,Breast tissue expander,Device,SNOMED,Physical Object,S,310630001,1,5,5,2010-08-01,2023-05-26
4169245,Arthrectomy of shoulder,Procedure,SNOMED,Procedure,S,48972008,3,5,3,2011-05-03,2017-11-29
4200293,Lower limb joint prosthesis,Device,SNOMED,Physical Object,S,314522003,4,5,4,2004-01-01,2017-03-01
4224981,Truss,Device,SNOMED,Physical Object,S,337310004,2,5,5,1998-09-27,2009-05-01
4232656,Implanted drug delivery system,Device,SNOMED,Physical Object,S,360041000,1,5,5,2018-08-03,2022-12-09
4246497,Hearing aid,Device,SNOMED,Physical Object,S,6012004,2,5,5,2001-02-01,2024-11-27
4261491,Operative procedure on elbow,Procedure,SNOMED,Procedure,S,45009000,1,5,4,2014-05-23,2023-10-31
4300178,Bone pin,Device,SNOMED,Physical Object,S,77444004,1,5,5,1991-08-15,2007-06-11
4303053,Operative procedure on shoulder,Procedure,SNOMED,Procedure,S,78559005,3,5,3,2011-05-03,2017-11-29
4306542,Resection of elbow joint,Procedure,SNOMED,Procedure,S,388988006,1,5,4,2014-05-23,2023-10-31
36803056,New Technology @ Anatomical Regions @ Transfusion @ Central Vein,Procedure,ICD10PCS,ICD10PCS Hierarchy,S,XW14,1,5,5,2020-07-09,2020-11-06
36803317,New Technology @ Anatomical Regions @ Transfusion @ Central Vein @ Percutaneous,Procedure,ICD10PCS,ICD10PCS Hierarchy,S,XW143,1,5,5,2020-07-09,2020-11-06
36803438,"New Technology @ Anatomical Regions @ Transfusion @ Central Vein @ Percutaneous @ Plasma, Convalescent (Nonautologous)",Procedure,ICD10PCS,ICD10PCS Hierarchy,S,XW1432,1,5,5,2020-07-09,2020-11-06
37203844,Muscle flap,Device,SNOMED,Substance,S,783408009,5,5,5,2002-01-01,2014-04-11
40487896,Tenckhoff catheter,Device,SNOMED,Physical Object,S,446477000,1,5,5,2007-10-09,2010-12-21
44783378,Procedure on joint of shoulder girdle,Procedure,SNOMED,Procedure,S,699464003,3,5,3,2011-05-03,2017-11-29
45761448,Cervical cone knife,Device,SNOMED,Physical Object,S,467582009,1,5,5,1990-01-18,2008-02-23
45761940,Drug-eluting contraceptive implant,Device,SNOMED,Physical Object,S,468312002,1,5,5,2018-08-03,2022-12-09
45768107,Embolization implant,Device,SNOMED,Physical Object,S,705959003,2,5,5,2011-09-20,2018-04-08
45768381,Cardiovascular prosthesis,Device,SNOMED,Physical Object,S,706649009,4,5,5,1981-01-01,2019-11-01
2615113,"Foam dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",Device,HCPCS,HCPCS,S,A6213,1,5,5,2017-10-12,2021-09-28
1552583,"Gradient compression gauntlet, each",Device,HCPCS,HCPCS,S,A6582,1,4,4,2024-07-19,2025-10-10
45767943,Renal artery stent,Device,SNOMED,Physical Object,S,705640003,2,4,4,2012-01-01,2022-02-17
2615111,"Foam dressing, wound cover, sterile, pad size more than 48 sq. in., without adhesive border, each dressing",Device,HCPCS,HCPCS,S,A6211,1,4,4,2019-03-05,2020-10-19
2615289,"Tracheostomy shower protector, each",Device,HCPCS,HCPCS,S,A7523,1,4,4,2012-12-21,2019-09-09
2615291,"Tracheostomy mask, each",Device,HCPCS,HCPCS,S,A7525,1,4,4,2012-11-08,2013-07-01
2615777,"Generator, neurostimulator (implantable), non-rechargeable",Device,HCPCS,HCPCS,S,C1767,1,4,4,2014-08-20,2015-02-25
2615798,"Port, indwelling (implantable)",Device,HCPCS,HCPCS,S,C1788,1,4,4,2014-02-17,2014-08-13
2615873,"Lead, neurostimulator test kit (implantable)",Device,HCPCS,HCPCS,S,C1897,1,4,4,2014-07-31,2021-08-24
2719554,"Addition to tlso, (low profile), lumbar derotation pad",Device,HCPCS,HCPCS,S,L1240,1,4,4,2011-11-29,2024-12-27
2719634,"Knee ankle foot orthosis, full plastic, single upright, with or without free motion knee, with or without free motion ankle, custom fabricated",Device,HCPCS,HCPCS,S,L2037,1,4,3,2011-10-13,2022-12-16
2719688,"Addition to lower extremity, polycentric knee joint, for custom fabricated knee ankle foot orthosis, each joint",Device,HCPCS,HCPCS,S,L2387,1,4,4,2016-07-01,2025-11-19
2719711,"Addition to lower extremity, pelvic control, hip joint, adjustable flexion, each",Device,HCPCS,HCPCS,S,L2622,1,4,4,2010-10-05,2017-11-03
2719723,"Addition to lower extremity orthosis, extension, per extension, per bar (for lineal adjustment for growth)",Device,HCPCS,HCPCS,S,L2760,1,4,4,2011-12-16,2014-12-19
2719729,"Addition to lower extremity orthosis, knee control, knee cap, medial or lateral pull, for use with custom fabricated orthosis only",Device,HCPCS,HCPCS,S,L2800,1,4,4,2011-05-05,2017-05-02
2719779,"Orthopedic footwear, custom molded shoe, removable inner mold, prosthetic shoe, each",Device,HCPCS,HCPCS,S,L3250,1,4,4,2018-04-17,2022-11-10
2719879,"WRIST HAND FINGER ORTHOSIS, ELASTIC, PREFABRICATED, INCLUDES FITTING AND ADJUSTMENT (E.G. NEOPRENE, LYCRA) (Deprecated)",Device,HCPCS,HCPCS,S,L3911,1,4,4,2009-10-14,2009-12-21
2719883,"Wrist hand orthosis, includes one or more nontorsion joint(s), elastic bands, turnbuckles, may include soft interface, straps, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an in...",Device,HCPCS,HCPCS,S,L3915,1,4,4,2013-11-25,2025-03-28
2720207,"Addition to upper extremity prosthesis, external powered, additional switch, any type",Device,HCPCS,HCPCS,S,L6611,1,4,4,2017-03-08,2020-03-10
2720217,"Upper extremity addition, stainless steel, any wrist",Device,HCPCS,HCPCS,S,L6630,1,4,3,2017-06-14,2024-11-04
2720218,"Upper extremity addition, latex suspension sleeve, each",Device,HCPCS,HCPCS,S,L6632,1,4,3,2012-02-09,2025-02-25
2720230,"Upper extremity addition, shoulder universal joint, each",Device,HCPCS,HCPCS,S,L6650,1,4,3,2013-05-02,2023-11-28
2720270,"Terminal device, hook or hand, heavy duty, mechanical, voluntary opening, any material, any size, lined or unlined",Device,HCPCS,HCPCS,S,L6721,1,4,3,2021-01-27,2025-03-19
2720326,"Above elbow, external power, molded inner socket, removable humeral shell, internal locking elbow, forearm, otto bock or equal electrodes, cables, two batteries and one charger, myoelectronic control of terminal device",Device,HCPCS,HCPCS,S,L6955,1,4,4,2012-04-05,2017-06-23
2720443,"Implantable breast prosthesis, silicone or equal",Device,HCPCS,HCPCS,S,L8600,1,4,3,2014-10-02,2016-08-25
2720802,"Primatrix, per square centimeter",Device,HCPCS,HCPCS,S,Q4110,1,4,4,2010-03-26,2011-10-28
2721406,"Splint, prefabricated, digit (specify digit by use of modifier)",Device,HCPCS,HCPCS,S,S8450,1,4,4,2010-04-13,2011-05-23
4039956,Electrode,Device,SNOMED,Physical Object,S,16470007,1,4,4,2007-10-08,2011-04-01
4041473,Pacemaker pulse generator,Device,SNOMED,Physical Object,S,118378005,2,4,4,2010-03-19,2011-12-12
4084319,Bronchoscope,Device,SNOMED,Physical Object,S,24174009,3,4,4,2008-12-30,2018-11-20
4105060,Cardiovascular material,Device,SNOMED,Substance,S,256899007,3,4,4,2007-11-11,2013-02-14
4106148,Ossicular prosthesis,Device,SNOMED,Physical Object,S,257337008,2,4,4,2011-05-20,2012-07-24
4106960,Hysteroscope,Device,SNOMED,Physical Object,S,257220003,1,4,4,2013-12-11,2022-03-31
4113333,Urethral stent,Device,SNOMED,Physical Object,S,286576009,1,4,4,2000-08-23,2019-04-01
4119535,Ventriculoatrial shunt,Device,SNOMED,Physical Object,S,258595001,1,4,4,2006-10-12,2017-08-22
4121535,Ventriculopleural shunt,Device,SNOMED,Physical Object,S,257353006,1,4,4,1995-12-08,2015-12-09
4122807,Peritoneovenous shunt,Device,SNOMED,Physical Object,S,303593000,1,4,4,2003-11-01,2017-11-30
4123111,Urinary implant,Device,SNOMED,Physical Object,S,304074004,1,4,3,2006-12-18,2011-04-11
4129133,Artificial urinary sphincter,Device,SNOMED,Physical Object,S,261680000,1,4,3,2006-12-18,2011-04-11
4130103,External fixation system,Device,SNOMED,Physical Object,S,261200006,3,4,4,2012-06-23,2017-03-24
4195128,Allograft,Device,SNOMED,Substance,S,7970006,2,4,4,2004-08-01,2012-03-22
4197174,Upper limb joint prosthesis,Device,SNOMED,Physical Object,S,314521005,2,4,2,1993-10-06,2010-12-19
4208339,Donor graft,Device,SNOMED,Substance,S,313031000,2,4,4,2004-08-01,2012-03-22
4210588,Respiratory endoscope,Device,SNOMED,Physical Object,S,312031005,3,4,4,2008-12-30,2018-11-20
4224367,Elastic band truss,Device,SNOMED,Physical Object,S,337326003,1,4,4,1998-09-27,2009-05-01
4224802,Implantable dental prosthesis,Device,SNOMED,Physical Object,S,84610002,1,4,4,2007-02-17,2013-12-01
4230998,Neurostimulator electrode,Device,SNOMED,Physical Object,S,360091001,1,4,4,2007-10-08,2011-04-01
4235043,Ventricular assist device,Device,SNOMED,Physical Object,S,360064003,3,4,3,2012-09-27,2022-12-04
4259287,Angioplasty balloon catheter,Device,SNOMED,Physical Object,S,44959004,1,4,4,2005-02-26,2014-04-29
4263631,Cardiac assist implant,Device,SNOMED,Physical Object,S,361140007,3,4,3,2012-09-27,2022-12-04
37164947,Metal arterial stent,Device,SNOMED,Physical Object,S,1237098007,2,4,4,2002-09-28,2020-10-04
1552591,"Accessory for gradient compression garment or wrap with adjustable straps, not-otherwise specified",Device,HCPCS,HCPCS,S,A6593,1,4,4,2024-02-23,2025-11-21
4158970,Glaucoma drainage device,Device,SNOMED,Physical Object,S,370943001,3,3,3,2010-01-06,2015-01-01
