ANCESTOR_CONCEPT_ID,ANCESTOR_CONCEPT_NAME,ANCESTOR_DOMAIN_ID,ANCESTOR_VOCABULARY_ID,ANCESTOR_CONCEPT_CLASS_ID,ANCESTOR_STANDARD_CONCEPT,ANCESTOR_CONCEPT_CODE,DESCENDANT_CONCEPTS_PRESENT,TOTAL_ROWS,DISTINCT_PERSONS,FIRST_DATE,LAST_DATE
2719940,"Upper limb orthosis, not otherwise specified",Device,HCPCS,HCPCS,S,L3999,1,486,460,2009-12-31,2025-07-07
2615094,"Gel sheet for dermal or epidermal application, (e.g., silicone, hydrogel, other), each",Device,HCPCS,HCPCS,S,A6025,1,481,414,2009-10-29,2023-05-30
2719751,"Hallus-valgus night dynamic splint, prefabricated, off-the-shelf",Device,HCPCS,HCPCS,S,L3100,1,474,457,2011-04-05,2026-02-09
2719874,"Wrist hand orthosis, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",Device,HCPCS,HCPCS,S,L3906,1,472,464,2009-12-03,2026-01-15
2615230,"Gradient compression garment, not otherwise specified",Device,HCPCS,HCPCS,S,A6549,1,460,386,2010-11-04,2024-08-23
1314291,"Fluciclovine f-18, diagnostic, 1 millicurie",Device,HCPCS,HCPCS,S,A9588,1,460,378,2017-02-16,2025-07-02
2719589,"Knee orthosis, immobilizer, canvas longitudinal, prefabricated, off-the-shelf",Device,HCPCS,HCPCS,S,L1830,1,460,432,2010-03-02,2026-02-13
2721869,Hand held low vision aids and other nonspectacle mounted aids,Device,HCPCS,HCPCS,S,V2600,1,455,439,2010-04-19,2026-02-12
2719731,"Addition to lower extremity orthosis, soft interface for molded plastic, below knee section",Device,HCPCS,HCPCS,S,L2820,1,442,413,2010-02-11,2026-02-13
2720001,"Immediate post surgical or early fitting, application of non-weight bearing rigid dressing, below knee",Device,HCPCS,HCPCS,S,L5450,1,425,405,2010-01-19,2025-12-10
4030875,Cardiac pacemaker,Device,SNOMED,Physical Object,S,14106009,7,411,405,1989-10-10,2024-04-29
2719828,"Orthopedic shoe, modification, addition or transfer, not otherwise specified",Device,HCPCS,HCPCS,S,L3649,1,405,383,2009-12-15,2026-02-09
2719419,"Cervical, flexible, non-adjustable, prefabricated, off-the-shelf (foam collar)",Device,HCPCS,HCPCS,S,L0120,1,397,388,2009-12-21,2026-02-03
2615287,"Tracheostomy/laryngectomy tube, cuffed, polyvinylchloride (pvc), silicone or equal, each",Device,HCPCS,HCPCS,S,A7521,1,396,243,2010-11-08,2026-02-12
2719458,"Tlso, triplanar control, modular segmented spinal system, three rigid plastic shells, posterior extends from the sacrococcygeal junction and terminates just inferior to the scapular spine, anterior extends from the symphysis pubis to the sternal notch,...",Device,HCPCS,HCPCS,S,L0462,1,389,385,2009-12-28,2012-10-12
2719854,"Wrist hand finger orthosis, includes one or more nontorsion joint(s), turnbuckles, elastic bands/springs, may include soft interface material, straps, custom fabricated, includes fitting and adjustment",Device,HCPCS,HCPCS,S,L3806,1,385,359,2010-04-15,2026-01-12
2719674,"Addition to lower extremity, varus/valgus correction, plastic modification, padded/lined",Device,HCPCS,HCPCS,S,L2275,1,377,362,2010-02-11,2026-02-17
2616532,"Positioning cushion/pillow/wedge, any shape or size, includes all components and accessories",Device,HCPCS,HCPCS,S,E0190,1,359,357,2010-04-07,2025-11-21
4124231,Neurological device,Device,SNOMED,Physical Object,S,303628009,12,354,324,1971-09-13,2026-01-21
44786596,"Static or dynamic ankle foot orthosis, including soft interface material, adjustable for fit, for positioning, may be used for minimal ambulation, prefabricated, off-the-shelf",Device,HCPCS,HCPCS,S,L4397,1,353,350,2015-06-15,2026-02-12
2719597,"Knee orthosis, double upright, thigh and calf, with adjustable flexion and extension joint (unicentric or polycentric), medial-lateral and rotation control, with or without varus/valgus adjustment, prefabricated item that has been trimmed, bent, molded...",Device,HCPCS,HCPCS,S,L1845,1,352,333,2010-01-04,2025-10-24
4280677,Stent,Device,SNOMED,Physical Object,S,65818007,28,350,317,1993-01-01,2025-11-06
4025033,"Probe, sound, bougie AND/OR airway",Device,SNOMED,Physical Object,S,105788000,26,348,315,1993-01-01,2025-11-06
2615196,"Self-adherent bandage, elastic, non-knitted/non-woven, width less than three inches, per yard",Device,HCPCS,HCPCS,S,A6453,1,348,285,2009-12-04,2025-12-08
44786590,"Knee orthosis, adjustable knee joints (unicentric or polycentric), positional orthosis, rigid support, prefabricated, off-the shelf",Device,HCPCS,HCPCS,S,L1833,1,343,331,2023-01-04,2026-02-04
2719506,"Lumbar-sacral orthosis, sagittal-coronal control, rigid shell(s)/panel(s), posterior extends from sacrococcygeal junction to t-9 vertebra, anterior extends from symphysis pubis to xyphoid, produces intracavitary pressure to reduce load on the intervert...",Device,HCPCS,HCPCS,S,L0639,1,342,338,2009-12-17,2022-04-05
2615407,"Miscellaneous dme supply or accessory, not otherwise specified",Device,HCPCS,HCPCS,S,A9999,1,330,313,2010-03-11,2026-02-12
2720866,"High osmolar contrast material, 350-399 mg/ml iodine concentration, per ml",Device,HCPCS,HCPCS,S,Q9963,1,329,300,2010-01-07,2017-05-15
2719992,"Above knee, molded socket, open end, sach foot, endoskeletal system, single axis knee",Device,HCPCS,HCPCS,S,L5321,1,328,283,2010-03-03,2026-02-16
2720861,"High osmolar contrast material, up to 149 mg/ml iodine concentration, per ml",Device,HCPCS,HCPCS,S,Q9958,1,327,281,2010-07-14,2017-05-08
2720074,"Addition to lower extremity, below knee/above knee, custom fabricated from existing mold or prefabricated, socket insert, silicone gel, elastomeric or equal, not for use with locking mechanism",Device,HCPCS,HCPCS,S,L5679,1,323,157,2010-03-29,2026-02-16
4025034,"Cannula, tube AND/OR catheter",Device,SNOMED,Physical Object,S,105789008,42,322,312,1962-03-27,2025-11-27
2720149,"All lower extremity prostheses, foot, flexible keel",Device,HCPCS,HCPCS,S,L5972,1,318,293,2011-10-19,2026-02-16
2721957,"Hearing aid, digital, monaural, bte",Device,HCPCS,HCPCS,S,V5257,1,310,274,2014-12-30,2026-02-13
2719971,"Partial foot, shoe insert with longitudinal arch, toe filler",Device,HCPCS,HCPCS,S,L5000,1,300,249,2010-03-10,2026-02-16
2719492,"Lumbar orthosis, flexible, provides lumbar support, posterior extends from l-1 to below l-5 vertebra, produces intracavitary pressure to reduce load on the intervertebral discs, includes straps, closures, may include pendulous abdomen design, shoulder...",Device,HCPCS,HCPCS,S,L0625,1,295,285,2012-02-29,2026-02-11
2719880,"Hand finger orthosis (hfo), flexion glove with elastic finger control, prefabricated, off-the-shelf",Device,HCPCS,HCPCS,S,L3912,1,295,285,2010-04-15,2026-02-02
2615107,"Contact layer, sterile, more than 16 sq. in. but less than or equal to 48 sq. in., each dressing",Device,HCPCS,HCPCS,S,A6207,1,295,184,2010-08-10,2016-09-26
2615333,"Technetium tc-99m pertechnetate, diagnostic, per millicurie",Device,HCPCS,HCPCS,S,A9512,1,291,260,2008-04-17,2015-03-11
2719934,"Upper extremity fracture orthosis, humeral, prefabricated, includes fitting and adjustment",Device,HCPCS,HCPCS,S,L3980,1,288,271,2009-12-10,2026-01-29
2719665,"Addition to lower extremity, dorsiflexion assist (plantar flexion resist), each joint",Device,HCPCS,HCPCS,S,L2210,1,288,281,2010-02-19,2026-02-11
2720156,"All lower extremity prostheses, flex-walk system or equal",Device,HCPCS,HCPCS,S,L5981,1,284,243,2011-03-01,2026-01-29
4123768,Cardiovascular implant,Device,SNOMED,Physical Object,S,303490004,28,279,254,1981-01-01,2025-11-06
2719617,"Ankle foot orthosis, plastic or other material, custom fabricated",Device,HCPCS,HCPCS,S,L1940,1,276,259,2010-01-08,2025-11-21
2719841,"Elbow orthosis, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",Device,HCPCS,HCPCS,S,L3702,1,267,259,2009-12-07,2025-12-11
2721967,"Hearing aid or assistive listening device/supplies/accessories, not otherwise specified",Device,HCPCS,HCPCS,S,V5267,1,266,229,2014-03-07,2026-02-09
2719895,"Finger orthosis, proximal interphalangeal (pip)/distal interphalangeal (dip), without joint/spring, extension/flexion (e.g., static or ring type), may include soft interface material, prefabricated, off-the-shelf",Device,HCPCS,HCPCS,S,L3927,1,263,218,2009-11-09,2026-02-05
2721396,"Gradient pressure aid (sleeve), ready made",Device,HCPCS,HCPCS,S,S8424,1,261,200,2016-03-03,2024-08-13
2614910,"Cast supplies (e.g., plaster)",Device,HCPCS,HCPCS,S,A4580,1,259,118,2013-11-22,2026-02-12
4125338,Vascular implant,Device,SNOMED,Physical Object,S,303617005,18,258,235,1983-03-01,2025-11-06
2721862,"Contact lens, hydrophilic, spherical, per lens",Device,HCPCS,HCPCS,S,V2520,1,256,189,2010-02-03,2013-02-27
2616648,"Oral device/appliance used to reduce upper airway collapsibility, adjustable or non-adjustable, custom fabricated, includes fitting and adjustment",Device,HCPCS,HCPCS,S,E0486,1,252,237,2021-06-10,2026-01-27
2719787,"Plastazote sandal, each",Device,HCPCS,HCPCS,S,L3265,1,251,244,2011-01-14,2026-01-22
2719747,"Foot, arch support, removable, premolded, longitudinal/ metatarsal, each",Device,HCPCS,HCPCS,S,L3060,1,251,245,2010-05-19,2023-04-18
2615381,"Technetium tc-99m labeled red blood cells, diagnostic, per study dose, up to 30 millicuries",Device,HCPCS,HCPCS,S,A9560,1,250,215,2012-01-26,2024-11-07
2719494,"Lumbar orthosis, sagittal control, with rigid anterior and posterior panels, posterior extends from l-1 to below l-5 vertebra, produces intracavitary pressure to reduce load on the intervertebral discs, includes straps, closures, may include padding, s...",Device,HCPCS,HCPCS,S,L0627,1,247,245,2010-07-09,2025-04-24
4060422,Catheter,Device,SNOMED,Physical Object,S,19923001,33,244,235,1962-03-27,2025-03-17
2720143,"Addition, endoskeletal system, below knee, flexible protective outer surface covering system",Device,HCPCS,HCPCS,S,L5962,1,241,109,2010-03-30,2026-02-05
2615215,"Gradient compression stocking, below knee, 30-40 mmhg, used as a surgical dressing, each",Device,HCPCS,HCPCS,S,A6531,1,241,184,2010-01-07,2024-10-04
2616476,"Cane, includes canes of all materials, adjustable or fixed, with tip",Device,HCPCS,HCPCS,S,E0100,1,239,236,2010-03-18,2026-01-20
2719679,"Addition to lower extremity, lacer molded to patient model, for custom fabricated orthosis only",Device,HCPCS,HCPCS,S,L2330,1,235,221,2010-03-09,2026-02-10
2614958,"Tissue marker, implantable, any type, each",Device,HCPCS,HCPCS,S,A4648,1,227,227,2010-01-29,2026-02-03
2719848,"Elbow wrist hand orthosis, rigid, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",Device,HCPCS,HCPCS,S,L3763,1,222,215,2010-01-25,2026-01-07
4040583,Radiotherapy equipment and appliances,Device,SNOMED,Physical Object,S,228731007,5,218,193,1990-10-28,2024-09-06
2720131,"Addition, endoskeletal system, above knee or hip disarticulation, knee extension assist",Device,HCPCS,HCPCS,S,L5850,1,214,188,2010-03-03,2026-01-26
2719792,"Lift, elevation, inside shoe, tapered, up to one-half inch",Device,HCPCS,HCPCS,S,L3332,1,213,201,2010-08-17,2025-06-16
4232657,Vascular stent,Device,SNOMED,Physical Object,S,360042007,13,212,191,1993-07-23,2025-11-06
2719813,"Orthopedic shoe addition, insole, rubber",Device,HCPCS,HCPCS,S,L3510,1,209,209,2023-01-10,2025-12-10
2720042,"Addition to lower extremity, below knee, flexible inner socket, external frame",Device,HCPCS,HCPCS,S,L5645,1,205,138,2011-10-20,2026-02-05
4230987,Arterial stent,Device,SNOMED,Physical Object,S,360046005,12,204,183,1993-07-23,2025-11-06
2616720,"Transfer device, any type, each",Device,HCPCS,HCPCS,S,E0705,1,204,196,2011-02-21,2026-01-27
2720092,"Replacement, socket, above knee/knee disarticulation, including attachment plate, molded to patient model",Device,HCPCS,HCPCS,S,L5701,1,203,131,2011-07-07,2026-02-16
2720080,"Addition to lower extremity prosthesis, below knee, suspension/sealing sleeve, with or without valve, any material, each",Device,HCPCS,HCPCS,S,L5685,1,202,103,2010-02-25,2026-02-05
2720161,"All lower extremity prosthesis, shank foot system with vertical loading pylon",Device,HCPCS,HCPCS,S,L5987,1,202,161,2010-07-07,2026-02-12
2719755,"Foot, plastic, silicone or equal, heel stabilizer, prefabricated, off-the-shelf, each",Device,HCPCS,HCPCS,S,L3170,1,201,196,2010-09-10,2025-12-09
2719625,"Ankle foot orthosis, double upright free plantar dorsiflexion, solid stirrup, calf band/cuff (double bar 'bk' orthosis), custom fabricated",Device,HCPCS,HCPCS,S,L1990,1,200,185,2010-05-20,2025-12-18
2720095,"Custom shaped protective cover, below knee",Device,HCPCS,HCPCS,S,L5704,1,200,113,2010-03-30,2026-02-05
2719666,"Addition to lower extremity, dorsiflexion and plantar flexion assist/resist, each joint",Device,HCPCS,HCPCS,S,L2220,1,199,186,2011-05-05,2026-02-17
2719488,"Sacroiliac orthosis, flexible, provides pelvic-sacral support, reduces motion about the sacroiliac joint, includes straps, closures, may include pendulous abdomen design, prefabricated, off-the-shelf",Device,HCPCS,HCPCS,S,L0621,1,199,194,2010-04-09,2024-03-18
4125339,Nervous system implant,Device,SNOMED,Physical Object,S,303618000,8,198,189,1971-09-13,2025-09-26
45768350,Stereotactic surgery system,Device,SNOMED,Physical Object,S,706550004,1,195,170,1990-10-28,2017-10-18
37312070,Stereotactic radiosurgical gamma radiation system,Device,SNOMED,Physical Object,S,788733008,1,195,170,1990-10-28,2017-10-18
45759478,Stereotactic radiosurgical system,Device,SNOMED,Physical Object,S,464745008,1,195,170,1990-10-28,2017-10-18
4106154,Shunt,Device,SNOMED,Physical Object,S,257351008,8,194,184,1969-12-01,2025-09-26
2615440,"Gastrostomy/jejunostomy tube, standard, any material, any type, each",Device,HCPCS,HCPCS,S,B4087,1,192,87,2010-08-05,2026-01-27
2720381,"Breast prosthesis, mastectomy sleeve",Device,HCPCS,HCPCS,S,L8010,1,191,184,2010-08-26,2026-01-06
2614924,"Peak expiratory flow rate meter, hand held",Device,HCPCS,HCPCS,S,A4614,1,184,182,2014-01-08,2026-01-12
4278597,Stimulator,Device,SNOMED,Physical Object,S,36645008,5,180,159,1999-02-17,2026-01-21
4093739,Neurostimulator,Device,SNOMED,Physical Object,S,25937001,4,179,158,1999-02-17,2026-01-21
2720127,"Addition, endoskeletal, knee-shin system, stance flexion feature, adjustable",Device,HCPCS,HCPCS,S,L5845,1,174,146,2010-03-22,2026-02-16
2720382,"External breast prosthesis garment, with mastectomy form, post mastectomy",Device,HCPCS,HCPCS,S,L8015,1,172,166,2010-03-02,2015-02-12
37205039,Central nervous system shunt,Device,SNOMED,Physical Object,S,784263008,5,168,159,1971-09-13,2025-09-26
4122288,Ventricular shunt,Device,SNOMED,Physical Object,S,258593008,4,167,158,1971-09-13,2025-09-26
2614904,"Pessary, reusable, rubber, any type",Device,HCPCS,HCPCS,S,A4561,1,167,146,2010-02-01,2026-01-12
2719935,"Upper extremity fracture orthosis, radius/ulnar, prefabricated, includes fitting and adjustment",Device,HCPCS,HCPCS,S,L3982,1,164,160,2010-08-02,2025-12-12
2615163,"Gauze, non-impregnated, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",Device,HCPCS,HCPCS,S,A6402,1,163,122,2010-03-24,2024-05-01
801001,"Copper cu-64, dotatate, diagnostic, 1 millicurie",Device,HCPCS,HCPCS,S,A9592,1,162,157,2024-12-20,2026-02-11
2615110,"Foam dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",Device,HCPCS,HCPCS,S,A6210,1,160,148,2009-12-18,2025-05-02
4120664,Cardiac implant,Device,SNOMED,Physical Object,S,303619008,15,160,141,1981-01-01,2025-03-14
4237304,Instrument,Device,SNOMED,Physical Object,S,57134006,41,158,147,1968-07-14,2025-10-24
4107114,Ventriculoperitoneal shunt,Device,SNOMED,Physical Object,S,257354000,1,157,150,1971-09-13,2025-09-26
2615218,"Gradient compression stocking, thigh length, 30-40 mmhg, each",Device,HCPCS,HCPCS,S,A6534,1,156,135,2010-04-20,2025-11-21
2615122,"Gauze, impregnated with other than water, normal saline, or hydrogel, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",Device,HCPCS,HCPCS,S,A6222,1,155,122,2009-12-09,2024-04-23
4292082,Surgical instrument,Device,SNOMED,Physical Object,S,37759000,29,150,145,1968-07-14,2025-02-02
4122663,Gastrointestinal implant,Device,SNOMED,Physical Object,S,303499003,5,147,147,2000-01-01,2025-10-24
2615191,"Light compression bandage, elastic, knitted/woven, width less than three inches, per yard",Device,HCPCS,HCPCS,S,A6448,1,147,135,2011-05-12,2022-06-22
2720117,"Addition, endoskeletal knee-shin system, single axis, friction swing and stance phase control (safety knee)",Device,HCPCS,HCPCS,S,L5812,1,146,133,2010-03-03,2026-01-26
2615188,"Conforming bandage, non-elastic, knitted/woven, sterile, width less than three inches, per yard",Device,HCPCS,HCPCS,S,A6445,1,146,105,2009-12-04,2021-11-23
4205702,Prosthesis,Device,SNOMED,Physical Object,S,53350007,22,146,135,1971-10-17,2025-02-11
2719633,"Knee ankle foot orthosis, full plastic, double upright, with or without free motion knee, with or without free motion ankle, custom fabricated",Device,HCPCS,HCPCS,S,L2036,1,144,130,2010-06-11,2026-01-27
2719847,"Elbow orthosis, rigid, without joints, includes soft interface material, prefabricated, off-the-shelf",Device,HCPCS,HCPCS,S,L3762,1,144,141,2011-03-25,2026-01-08
2720150,"All lower extremity prostheses, foot, single axis ankle/foot",Device,HCPCS,HCPCS,S,L5974,1,143,124,2010-03-03,2025-12-17
2719595,"Knee orthosis, single upright, thigh and calf, with adjustable flexion and extension joint (unicentric or polycentric), medial-lateral and rotation control, with or without varus/valgus adjustment, prefabricated item that has been trimmed, bent, molded...",Device,HCPCS,HCPCS,S,L1843,1,142,138,2014-03-06,2025-10-17
2615221,"Gradient compression stocking, full length/chap style, 30-40 mmhg, each",Device,HCPCS,HCPCS,S,A6537,1,142,130,2010-01-14,2016-03-10
1552925,"Gradient compression arm sleeve, each",Device,HCPCS,HCPCS,S,A6578,1,139,112,2024-01-23,2026-02-11
4033677,Prosthetic implant,Device,SNOMED,Physical Object,S,14789005,19,138,127,1971-10-17,2025-02-11
45767945,Coronary artery stent,Device,SNOMED,Physical Object,S,705643001,3,137,120,1993-07-23,2025-03-14
2720044,"Addition to lower extremity, below knee suction socket",Device,HCPCS,HCPCS,S,L5647,1,136,91,2011-08-12,2026-01-29
2720002,"Immediate post surgical or early fitting, application of non-weight bearing rigid dressing, above knee",Device,HCPCS,HCPCS,S,L5460,1,135,129,2011-05-13,2020-12-11
4142191,Vascular device,Device,SNOMED,Physical Object,S,34362008,17,131,127,1986-11-30,2025-02-02
2721966,Battery for use in hearing device,Device,HCPCS,HCPCS,S,V5266,1,131,90,2010-11-16,2025-12-16
2720158,"All endoskeletal lower extremity prosthesis, axial rotation unit, with or without adjustability",Device,HCPCS,HCPCS,S,L5984,1,130,118,2012-05-08,2026-02-12
2615223,"Gradient compression stocking, waist length, 18-30 mmhg, each",Device,HCPCS,HCPCS,S,A6539,1,128,110,2010-07-26,2025-09-25
2720124,"Addition, endoskeletal knee-shin system, single axis, fluid swing and stance phase control",Device,HCPCS,HCPCS,S,L5828,1,127,101,2011-05-09,2026-02-16
2615151,"Specialty absorptive dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",Device,HCPCS,HCPCS,S,A6255,1,124,93,2010-09-07,2015-03-13
2719970,"Foot drop splint, recumbent positioning device, prefabricated, off-the-shelf",Device,HCPCS,HCPCS,S,L4398,1,122,119,2010-01-13,2022-02-24
2719429,"Cervical, multiple post collar, occipital/mandibular supports, adjustable cervical bars, and thoracic extension",Device,HCPCS,HCPCS,S,L0200,1,120,118,2010-06-06,2025-10-15
2719738,"Foot, insert, removable, molded to patient model, spenco, each",Device,HCPCS,HCPCS,S,L3001,1,119,118,2011-02-02,2023-11-10
2721974,"Assistive listening device, not otherwise specified",Device,HCPCS,HCPCS,S,V5274,1,119,101,2011-11-09,2026-02-06
2719623,"Ankle foot orthosis, plastic or other material with ankle joint, prefabricated, includes fitting and adjustment",Device,HCPCS,HCPCS,S,L1971,1,113,113,2009-12-29,2026-01-13
4121349,Vascular catheter,Device,SNOMED,Physical Object,S,258623008,12,113,109,1986-11-30,2025-02-02
